100 200
0 1 4
0 3 18
0 4 87
0 7 4
0 85 93
0 9 91
1 2 32
1 8 28
1 78 88
1 11 97
2 22 49
2 75 71
3 9 65
3 23 46
3 22 95
4 5 12
4 6 55
4 33 6
4 56 28
5 17 90
5 0 43
5 39 47
5 45 27
6 14 29
6 20 98
6 70 15
6 83 70
7 15 76
7 99 31
7 95 41
7 6 75
8 11 26
8 16 1
8 19 20
8 25 6
8 74 50
8 4 43
9 10 4
9 65 31
10 21 14
10 45 69
10 23 9
10 53 85
11 12 84
11 13 70
11 24 78
11 69 97
12 28 11
12 32 91
12 84 56
12 7 52
12 9 69
13 18 44
13 41 86
13 88 81
13 45 100
14 34 99
14 36 13
14 50 88
14 53 5
14 79 88
14 97 47
14 9 89
15 46 21
15 63 96
16 62 18
16 85 83
16 44 9
17 27 16
17 29 38
17 42 90
17 48 82
18 35 11
18 55 17
19 31 47
19 71 81
19 69 5
20 51 99
20 58 28
20 72 88
20 84 59
20 93 70
20 7 66
20 56 70
20 22 53
20 89 14
22 87 65
23 26 59
23 39 21
23 40 46
24 37 36
25 55 35
25 60 83
25 91 20
26 30 81
26 91 44
26 87 82
27 69 17
27 64 34
28 67 18
28 8 44
28 25 59
29 38 82
29 47 49
29 61 19
29 75 29
30 21 53
30 51 16
30 33 51
31 24 25
31 47 37
32 77 71
32 6 12
33 64 96
33 86 65
33 67 78
33 58 37
33 14 14
33 20 95
34 81 99
34 36 78
35 85 63
36 57 92
37 83 56
37 27 8
38 44 82
38 89 82
38 58 41
39 98 31
40 33 27
41 43 10
41 59 64
42 52 86
43 82 15
44 49 72
44 39 30
45 54 53
47 92 98
47 56 67
47 74 71
48 75 77
48 0 50
48 4 61
49 52 8
51 54 41
51 66 47
51 85 84
51 7 22
52 24 13
54 65 75
54 73 77
54 27 70
54 23 36
54 89 94
54 71 2
56 70 13
57 15 32
58 79 73
59 76 68
59 93 7
59 31 10
60 70 22
60 31 61
61 64 68
62 96 3
62 61 28
62 19 25
64 90 78
65 68 64
67 94 1
68 80 97
68 57 18
71 84 92
71 52 80
72 10 11
72 31 75
74 94 70
74 72 67
76 95 42
76 8 87
76 5 80
80 7 30
81 54 36
83 67 2
84 13 18
85 91 41
85 70 39
86 83 83
87 31 86
90 38 79
92 73 74
93 62 9
93 43 14
94 31 35
95 70 20
95 19 31
96 93 89
96 9 2
97 68 99
98 16 82
0
