1000 3000
0 1 2
0 2 42
0 26 18
0 29 57
0 192 10
0 429 68
0 67 21
0 841 25
1 3 20
1 14 4
1 16 100
1 51 1
1 62 36
1 67 17
1 94 45
1 117 52
1 6 86
2 4 29
2 6 69
2 12 27
2 482 23
2 887 52
3 7 84
3 8 99
3 11 99
3 33 58
3 80 64
3 85 4
3 391 79
4 5 87
4 13 24
4 17 70
4 71 8
4 169 26
4 523 31
4 109 62
5 9 92
5 47 65
5 89 70
5 697 67
5 267 81
6 21 26
6 156 70
6 430 1
6 780 11
6 132 47
7 20 85
7 24 28
7 37 12
7 50 59
7 798 84
7 198 40
7 641 40
8 15 78
8 131 96
8 136 31
8 664 7
9 10 20
9 22 21
9 752 93
10 19 41
10 41 97
10 115 96
10 231 49
10 337 79
10 533 54
10 537 81
10 933 24
10 209 22
11 18 9
11 38 65
11 368 72
11 798 4
12 35 27
12 46 27
12 108 62
12 116 92
12 133 26
12 174 69
12 186 52
12 489 63
12 809 96
12 976 18
13 23 35
13 32 49
13 42 16
13 119 32
13 274 28
13 753 95
13 864 40
13 676 23
14 27 16
14 79 21
14 97 61
14 246 82
14 278 94
14 567 20
14 484 98
14 853 21
15 198 97
15 447 80
15 520 6
15 575 62
16 49 66
16 104 42
16 113 19
16 154 47
16 708 80
16 843 51
16 220 56
16 922 30
17 69 89
17 100 78
17 587 80
17 948 16
17 977 21
17 827 26
17 799 31
17 630 47
18 65 32
18 88 53
18 417 76
18 932 80
19 55 9
19 57 30
19 77 95
19 448 69
19 32 8
20 45 54
20 93 13
20 269 45
20 600 84
20 691 76
20 695 63
21 255 2
21 468 46
21 615 56
21 101 17
21 248 54
22 54 47
22 66 73
22 76 67
22 304 99
22 422 30
22 638 9
22 931 22
23 48 62
23 78 47
23 121 94
23 745 17
23 566 75
23 26 37
23 684 11
23 571 61
23 406 68
23 504 90
23 797 20
24 25 46
24 36 76
24 52 54
24 151 86
24 506 39
24 990 7
24 687 35
24 16 4
24 459 52
24 883 93
25 53 13
25 111 17
25 179 88
25 521 28
26 28 49
26 72 95
26 81 40
26 240 12
26 247 99
26 509 88
26 954 81
26 974 83
26 272 58
27 30 96
27 31 95
27 56 84
27 392 92
27 395 20
27 825 95
28 34 52
28 95 12
28 112 66
28 114 85
28 120 33
28 159 16
28 233 81
28 497 68
28 831 87
29 932 84
30 469 62
30 33 98
30 209 16
31 43 95
31 210 93
31 341 48
31 85 42
31 889 93
32 157 13
32 373 88
32 396 68
32 724 17
32 511 41
32 457 18
33 40 16
33 128 42
33 367 22
33 136 38
34 285 56
34 372 21
34 534 27
35 209 52
35 435 23
35 959 83
35 920 16
36 135 82
36 200 62
36 214 87
36 395 79
36 553 61
36 598 73
36 730 89
36 794 46
37 39 93
37 73 48
37 130 75
37 262 2
37 300 74
38 44 46
38 172 73
38 183 70
38 315 26
38 556 50
38 509 56
38 20 96
39 102 61
39 227 10
39 590 19
39 985 63
39 809 83
39 31 87
40 687 18
40 297 77
40 378 36
40 912 85
40 903 53
41 59 83
41 64 6
41 137 51
41 201 98
41 421 44
41 236 32
41 519 56
41 206 3
42 86 4
42 123 91
42 180 82
42 488 63
42 562 85
42 695 63
42 867 9
42 45 39
42 901 56
42 559 70
43 617 59
43 993 6
43 68 49
43 480 47
43 849 47
43 557 2
43 418 58
43 261 79
44 58 11
44 940 33
45 293 43
45 514 28
45 527 20
45 894 73
45 291 43
45 487 89
45 506 71
46 63 83
46 106 79
46 134 2
46 298 82
46 474 85
46 16 80
46 906 78
47 83 34
47 316 12
47 531 89
48 90 98
48 266 16
48 406 52
48 423 68
48 428 22
48 293 47
48 144 51
49 167 19
49 206 32
49 355 65
49 440 88
49 480 20
49 968 9
50 265 74
50 473 67
50 258 1
50 113 16
51 60 50
51 82 81
51 117 37
51 185 36
51 256 92
51 455 64
51 768 92
51 747 48
51 457 76
52 213 57
52 642 26
52 820 67
53 74 21
53 75 23
