100 300
0 1 4
0 2 52
0 4 99
0 45 39
1 3 36
1 9 34
1 12 77
1 18 91
1 53 63
1 90 69
1 73 37
1 92 19
2 5 45
2 10 75
2 53 32
2 95 70
2 79 20
2 11 38
2 97 87
3 7 87
3 16 50
3 31 26
3 11 30
3 80 78
4 11 5
4 56 59
4 29 37
5 6 66
5 8 4
5 45 37
5 55 95
5 40 96
6 13 45
6 15 78
6 17 33
6 21 47
6 68 72
6 44 29
6 70 38
7 97 27
7 78 95
7 21 40
8 51 63
8 30 81
9 52 4
9 62 84
9 85 92
9 73 81
9 20 1
9 60 34
10 29 52
10 44 85
10 89 18
10 31 16
11 14 41
11 34 79
11 35 58
11 40 33
12 32 54
12 97 27
12 67 59
13 19 1
13 22 9
13 38 56
13 42 66
13 64 100
13 74 4
13 89 99
13 55 47
14 51 26
15 72 6
15 95 69
15 82 20
16 20 69
16 27 40
16 35 6
16 36 57
16 64 76
17 31 17
17 8 36
18 49 25
19 24 41
19 35 52
19 37 37
19 90 30
19 92 91
19 55 23
19 72 39
19 63 5
20 40 60
20 77 96
20 42 53
21 23 43
21 25 16
21 28 53
21 48 12
21 59 17
21 77 78
21 88 39
22 30 38
22 66 90
23 26 39
24 33 87
24 60 64
24 10 31
24 27 95
24 37 30
25 61 32
25 9 76
26 57 81
26 34 71
27 93 9
27 58 42
27 59 90
28 41 57
28 51 89
28 99 67
28 82 20
28 14 60
29 33 81
29 99 53
30 43 95
30 54 79
30 16 61
30 22 71
30 90 21
30 73 50
31 69 16
31 80 82
31 96 60
31 39 85
31 58 71
32 46 85
32 10 61
32 98 48
32 29 16
32 61 15
33 79 97
33 48 42
33 43 36
34 87 43
34 78 69
34 41 32
34 18 10
34 73 6
35 36 1
35 81 99
35 84 57
35 96 54
36 58 25
36 86 31
36 56 16
36 92 39
37 39 78
38 87 77
38 75 55
39 73 87
39 72 80
39 70 2
40 47 80
40 73 97
40 88 70
41 77 33
41 85 14
41 14 99
41 24 90
42 95 70
42 45 90
42 70 98
42 12 57
42 86 69
43 50 40
43 97 49
43 23 7
43 79 89
44 63 1
44 68 55
44 52 43
45 59 90
46 22 39
48 49 31
48 50 92
48 43 4
48 57 57
48 40 81
49 91 89
49 43 86
49 84 84
50 75 73
50 83 11
51 65 1
52 57 89
52 6 25
52 83 20
53 94 53
53 98 50
53 61 61
54 55 99
54 65 29
54 95 71
54 14 70
55 62 4
55 93 76
56 74 79
56 10 77
56 35 24
56 97 7
58 70 18
58 34 40
58 9 88
59 71 86
59 96 54
59 23 7
59 88 39
60 78 58
60 61 57
60 66 84
60 90 49
61 35 93
62 28 35
62 27 46
62 11 61
62 19 58
63 41 24
63 91 38
64 75 55
64 82 44
64 69 64
64 34 1
65 90 35
66 67 60
66 82 63
66 46 80
67 72 72
68 95 95
68 61 45
69 77 29
69 48 59
69 4 80
70 76 58
70 67 45
70 4 59
70 52 12
71 1 67
71 97 31
72 78 86
73 48 62
74 47 61
74 55 82
75 97 68
75 84 26
75 74 85
76 89 36
76 36 13
76 60 38
76 95 73
76 65 96
77 76 80
79 68 4
80 83 31
80 27 34
81 58 91
82 54 18
83 8 100
83 5 97
84 3 11
84 47 9
84 10 21
84 51 98
84 69 60
85 14 73
86 51 93
86 73 76
87 6 20
87 36 30
88 80 32
88 60 83
88 63 37
89 2 98
89 16 82
89 51 35
89 62 16
90 36 90
90 12 57
91 62 58
91 97 63
92 52 63
92 24 41
93 66 84
95 91 15
95 11 56
96 49 54
96 62 14
96 63 81
97 88 24
97 96 23
98 99 75
98 53 44
99 20 40
99 61 60
0
