10000 40000
0 1 32
0 3 30
0 4 52
0 21 5
0 26 51
0 149 15
0 168 80
0 183 21
0 602 15
0 2001 21
0 2916 34
0 3772 10
0 5151 19
0 6230 72
0 942 29
1 2 99
1 30 23
1 71 96
1 81 95
1 144 24
1 192 67
1 887 37
1 964 12
1 3347 3
1 4665 37
1 6666 56
1 499 75
1 5617 88
2 6 13
2 7 56
2 20 23
2 47 35
2 121 86
2 182 8
2 3412 67
2 8499 5
2 7606 20
2 8395 87
3 45 92
3 52 91
3 128 76
3 189 89
3 375 29
3 9095 96
3 1491 63
3 579 15
3 5844 88
3 3404 47
3 7606 75
4 5 79
4 13 58
4 70 54
4 134 37
4 152 65
4 162 70
4 164 17
4 185 51
4 326 16
4 1058 76
4 1575 58
4 3965 85
4 9467 14
4 5587 99
4 9878 11
4 8679 21
4 1353 28
4 2429 50
4 2416 64
5 16 6
5 414 58
5 783 6
5 1428 65
5 8646 9
5 7179 39
5 3989 28
6 8 13
6 10 22
6 11 84
6 37 81
6 264 69
6 287 23
6 1809 53
6 3782 59
6 7001 15
6 55 98
7 14 45
7 17 92
7 202 79
7 210 61
7 274 86
7 301 30
7 314 50
7 615 88
7 2586 11
7 2810 96
7 7857 2
7 2746 64
7 4049 22
8 9 41
8 131 10
8 318 11
8 321 83
8 650 13
8 1381 89
8 1907 31
8 2637 49
8 3753 14
8 1099 62
9 15 33
9 25 42
9 156 69
9 190 37
9 503 55
9 1086 75
9 6087 35
9 7285 55
9 7525 35
9 8017 58
9 9438 50
9 1926 30
10 50 9
10 54 75
10 79 84
10 188 59
10 288 21
10 293 83
10 451 50
10 994 62
10 1166 82
10 1479 23
10 5495 13
10 5657 38
10 1862 49
10 1825 51
10 8592 57
11 12 90
11 18 3
11 153 99
11 1812 69
11 7881 8
11 9165 52
11 8208 91
11 4492 56
12 23 94
12 40 22
12 76 70
12 107 55
12 171 45
12 186 38
12 1185 15
12 3832 12
12 4417 46
12 6545 31
12 6663 99
12 2717 26
12 3335 38
12 474 71
13 28 25
13 591 11
13 3546 44
13 7957 85
13 5100 5
13 5528 12
13 5767 73
14 22 25
14 59 53
14 63 16
14 95 67
14 313 73
14 415 88
14 704 28
14 1144 36
14 1839 6
14 2503 68
14 4247 40
14 2829 36
14 3894 28
15 19 29
15 32 53
15 33 13
15 811 6
15 926 13
15 1991 40
15 4197 30
15 4486 86
15 7133 44
15 5412 20
15 2971 16
16 73 97
16 9379 75
16 9564 47
16 4804 66
16 3371 97
17 27 44
17 942 85
17 1602 46
17 2113 21
17 3197 18
17 4462 37
17 9987 78
18 48 77
18 490 15
18 636 52
18 796 33
18 1596 87
18 2877 79
18 6139 8
18 1947 23
18 9265 84
19 42 61
19 907 18
19 1317 73
19 1988 61
19 3173 74
19 4429 57
19 7176 96
19 3648 21
19 128 39
19 4940 56
19 1370 41
20 44 70
20 98 95
20 205 30
20 260 33
20 720 19
20 5258 37
20 4337 86
20 4452 26
20 7606 81
20 972 70
21 24 45
21 684 34
21 848 55
21 1380 26
21 3896 6
21 3201 64
21 7720 45
21 9007 15
21 3185 33
21 2561 46
21 2463 66
21 1984 56
22 31 72
22 38 25
22 69 34
22 78 79
22 829 47
22 7715 99
23 29 14
23 56 16
23 104 84
23 278 91
23 5366 89
23 7015 72
23 4771 48
23 8480 21
24 127 13
24 155 73
24 475 23
24 1300 4
24 9826 84
24 3427 18
24 1188 61
24 1636 30
25 75 94
25 166 73
25 594 51
25 6364 23
25 7335 21
25 3088 98
25 1724 62
25 9959 95
25 1098 20
26 43 29
26 82 82
26 187 48
26 752 34
26 2009 25
26 2141 66
26 7619 89
26 1173 42
27 41 5
27 49 22
27 85 38
27 331 28
27 5412 68
27 1229 55
27 7138 93
27 2208 94
28 34 97
28 36 64
28 167 68
28 2145 48
28 4507 63
28 4672 48
28 5004 49
28 6636 8
28 8792 51
28 2011 88
29 136 31
29 275 36
29 934 29
29 5501 64
29 9402 92
29 8383 1
29 6775 6
29 3203 24
30 58 83
30 102 92
30 507 50
30 588 86
30 1039 12
30 2253 38
30 5774 56
30 9401 56
30 8182 10
30 5937 48
30 806 8
31 64 30
31 112 42
31 218 17
31 3202 71
31 3669 14
31 4985 18
31 8384 28
31 9290 4
31 213 35
32 57 51
32 105 2
32 206 43
32 216 74
32 1559 28
32 9434 4
32 2624 78
32 5278 5
33 35 11
33 77 6
33 139 41
33 640 69
33 873 74
33 2677 22
33 3666 34
33 5185 61
33 9282 67
33 7037 3
34 39 87
34 61 27
34 124 32
34 423 41
34 1178 38
34 3842 45
34 6628 91
34 5116 36
34 6973 26
35 1102 51
35 3015 8
35 3084 71
35 5887 53
35 5717 2
35 7541 1
36 858 36
36 7842 19
36 6655 45
37 46 85
37 67 55
37 339 51
37 871 67
37 1049 82
37 2036 16
37 8552 28
37 3818 32
37 235 72
38 62 93
38 99 19
38 179 95
38 397 61
38 1504 55
38 7147 13
38 4985 75
39 83 97
39 123 29
39 135 55
39 230 61
39 450 34
39 508 6
39 365 46
39 8798 21
39 8602 48
40 55 40
40 344 87
40 2930 30
40 3484 29
40 6759 66
40 4575 45
41 460 89
41 755 69
41 1388 31
41 1543 34
41 1645 29
41 1814 31
41 3224 26
41 6731 65
41 5142 91
41 3143 85
41 2212 28
41 9214 75
41 8377 43
42 835 32
42 1720 55
42 2204 75
42 9076 31
42 9843 9
42 1606 95
42 3706 84
42 8746 8
42 4731 35
43 2286 60
43 3110 87
43 3159 9
43 6574 50
43 2934 91
43 7973 30
43 1295 68
43 7698 51
44 249 51
44 817 26
44 1958 100
44 2661 54
44 9981 69
44 7887 9
44 1478 39
45 132 60
45 261 97
45 447 39
45 1480 9
45 2248 88
45 520 70
45 1593 20
45 7371 18
45 4710 35
45 5603 59
45 1568 94
45 9398 92
45 6927 57
46 65 86
46 174 80
46 1751 56
46 5977 24
46 7203 5
46 8396 80
46 2259 46
46 9866 74
46 8346 79
46 7839 32
46 3270 58
46 5018 31
47 53 29
47 60 82
47 651 74
47 2712 88
47 6459 14
47 4291 31
47 9901 90
47 7310 36
48 1544 73
48 786 26
49 86 23
49 116 66
49 534 27
49 6433 71
49 5000 14
49 1507 3
49 449 14
49 721 23
50 51 19
50 120 95
50 325 55
50 4863 62
50 5207 91
50 5689 62
50 3010 33
50 1700 56
51 560 7
51 1514 89
51 2760 16
51 5095 72
51 6194 72
51 9430 22
52 97 49
52 223 65
52 353 66
52 1337 11
52 1359 23
52 2731 19
52 5682 20
52 7601 44
52 9814 43
52 9938 58
52 2760 72
53 80 92
53 114 77
53 371 91
53 7736 37
53 5136 61
53 2 82
54 281 55
54 2104 56
54 3246 25
54 9437 99
54 6694 66
54 228 84
54 6590 26
54 6246 57
54 9224 4
54 4101 31
55 74 49
55 88 35
55 177 73
55 444 97
55 1082 25
55 8179 66
56 169 97
56 196 14
56 549 32
56 654 11
56 784 20
56 1404 97
56 4304 31
56 7776 19
56 596 75
56 9983 18
56 5487 22
57 224 24
57 291 64
57 652 52
57 1067 20
57 5801 43
57 9948 66
57 1192 7
57 7190 52
57 3620 76
58 90 85
58 109 63
58 150 71
58 220 94
58 232 13
58 711 67
58 1203 67
58 2270 91
58 2313 34
58 7509 40
59 204 47
59 225 22
59 416 91
59 1975 50
59 3035 65
59 3543 84
60 66 62
60 244 35
60 1329 86
60 1780 15
60 1025 12
60 1813 87
61 87 51
61 100 30
61 297 94
61 686 32
61 1221 35
61 3089 49
61 5696 9
61 8897 97
61 5753 11
61 8406 30
61 7605 11
62 154 38
62 527 6
62 1088 33
62 3555 95
62 6121 85
62 9064 75
62 774 100
63 68 98
63 2728 10
63 7681 21
63 8241 67
63 2927 70
63 913 1
63 7447 35
64 180 19
64 193 96
64 201 100
64 648 77
64 996 78
64 1149 37
64 1535 12
64 1579 75
64 1819 67
64 2972 39
64 6223 25
64 2883 65
64 5866 76
64 7187 28
64 5182 95
64 6640 88
64 2405 12
64 1089 72
65 119 94
65 699 94
65 1208 18
65 3313 92
65 7689 51
65 7316 81
65 6280 91
65 6394 58
66 110 59
66 1192 96
66 5340 39
66 4134 70
66 1271 80
67 239 27
67 3644 80
67 5428 34
67 1979 82
67 3646 29
67 1999 96
68 322 19
68 4140 75
68 7836 41
68 7073 47
69 72 80
69 117 46
69 4396 27
69 8439 33
69 1086 68
70 235 73
70 544 51
70 901 79
70 1060 84
70 5531 79
70 6801 66
70 3515 53
70 632 56
71 145 91
71 175 88
71 1114 88
71 2125 66
71 6798 8
71 74 6
71 176 82
71 2724 59
71 8814 89
72 111 40
72 140 57
72 269 97
72 1360 52
72 3188 71
72 6740 79
72 4694 67
72 3971 16
73 122 33
73 129 86
73 1235 21
73 1856 98
73 3356 82
73 716 33
73 8409 51
74 92 97
74 553 59
74 2943 14
74 5184 68
74 3397 6
74 8643 12
74 4300 22
74 8244 18
74 5298 42
74 8090 66
75 138 94
75 903 56
75 4605 77
75 5031 39
75 6106 13
75 9912 36
75 7605 40
76 93 79
76 159 33
76 1900 45
76 5432 1
76 7290 63
76 3068 23
77 89 64
77 91 84
77 381 58
77 481 35
77 865 4
77 2155 14
77 6018 17
77 4479 13
77 9843 67
77 9018 31
77 9838 87
77 9138 3
78 94 4
78 213 12
78 276 40
78 465 20
78 559 77
78 4446 35
78 5282 31
78 7586 64
78 3312 24
78 123 78
78 3913 20
78 6270 52
79 146 25
79 446 8
79 504 78
79 1498 28
79 3630 6
79 3960 71
79 4231 65
79 4413 58
79 6489 59
79 6551 17
79 5214 51
79 3076 80
79 5218 99
79 3832 32
79 7532 64
80 103 51
80 356 31
80 669 8
80 2163 73
80 7033 18
80 799 45
80 6459 22
80 2175 94
80 3913 22
81 115 89
81 176 12
81 675 46
81 9494 78
81 1137 23
81 5700 4
81 6317 59
82 84 2
