5000 15000
0 1 40
0 2 3
0 87 40
0 90 100
0 133 44
0 448 93
0 1102 43
0 1540 83
0 2213 18
0 321 3
0 4198 97
1 3 51
1 4 20
1 8 83
1 21 9
1 35 57
1 53 2
1 230 24
1 282 44
1 604 30
1 1456 74
1 1650 96
1 3174 38
1 4192 48
2 14 88
2 25 25
2 58 16
2 577 64
2 2165 5
2 3557 89
3 7 89
3 28 56
3 31 9
3 129 61
3 1912 87
3 2428 46
3 1212 46
3 3422 51
3 4805 75
3 199 88
4 5 100
4 6 57
4 15 24
4 30 53
4 45 84
4 68 97
4 116 23
4 256 66
4 510 4
4 800 37
4 1076 85
4 1497 92
4 2862 55
5 10 93
5 478 26
5 1123 100
5 1303 76
6 9 5
6 19 60
6 22 10
6 24 37
6 32 95
6 46 100
6 65 87
6 120 84
6 187 91
6 864 51
6 1880 66
6 2492 31
6 1328 36
7 13 1
7 16 55
7 17 57
7 20 69
7 41 36
7 134 32
7 259 68
7 996 33
7 1023 81
7 2336 58
7 3707 85
8 18 94
8 119 53
8 1424 35
9 12 14
9 110 47
9 123 93
9 167 11
9 227 37
9 1071 76
9 1629 72
9 2539 5
9 3808 57
9 3535 82
10 11 12
10 80 34
10 83 25
10 297 89
10 313 48
10 328 25
10 4402 58
10 1572 100
11 26 87
11 82 67
11 117 26
11 340 77
11 1628 62
11 3768 37
11 526 73
11 4286 86
11 2453 79
11 1555 4
12 102 27
12 385 21
12 656 88
12 1271 37
12 2464 75
12 322 51
13 36 33
13 109 72
13 161 89
13 834 69
13 4342 77
13 4353 50
13 4544 4
13 452 57
14 39 94
14 51 61
14 143 100
14 290 96
14 1100 90
14 2840 54
14 3130 36
14 4762 44
15 27 92
15 233 20
15 349 6
15 382 78
15 450 14
15 650 87
15 79 72
15 2144 91
15 4559 23
15 3486 73
16 23 34
16 69 37
16 105 90
16 164 87
16 192 91
16 611 89
16 1062 87
16 1096 47
16 4106 53
16 3724 63
17 56 29
17 613 8
17 898 79
17 930 56
17 3112 70
17 3430 23
17 882 20
17 188 13
18 33 60
18 665 58
18 1727 48
18 2101 67
18 3662 42
19 59 71
19 85 76
19 127 66
19 137 23
19 169 20
19 198 90
19 3119 95
19 4414 20
19 1783 68
19 1493 57
20 42 45
20 106 82
20 539 12
20 1458 39
21 158 44
21 780 29
21 789 75
21 964 80
21 2143 46
21 958 73
21 1521 97
21 2581 77
22 40 40
22 135 54
22 4752 13
23 29 72
23 71 72
23 98 93
23 113 47
23 253 81
23 597 85
23 1879 64
24 34 22
24 501 70
24 808 20
24 973 78
24 2721 66
24 3303 65
24 811 63
25 47 66
25 50 52
25 63 48
25 86 67
25 321 70
25 723 70
25 3598 89
25 2106 81
25 1631 24
25 3421 91
26 43 40
26 288 74
26 363 37
26 515 37
26 806 60
26 2220 100
26 641 22
26 4166 84
27 78 98
27 622 5
27 939 74
27 1095 71
27 1199 1
27 528 92
27 4884 50
27 2299 55
27 3589 38
28 44 25
28 337 22
28 430 59
28 3751 74
28 1210 94
29 37 69
29 92 36
29 103 94
29 355 49
29 829 70
29 1021 92
29 1233 34
29 1972 31
29 3255 26
29 2308 59
30 38 97
30 61 65
30 121 32
30 234 62
30 1508 4
30 1824 75
30 2269 39
30 2605 79
30 1735 98
30 1074 72
30 2694 56
31 425 78
31 1045 85
31 1766 99
31 4238 38
32 97 75
33 55 78
33 66 9
33 75 89
33 185 58
33 228 35
33 273 52
33 807 1
33 2348 29
33 4439 54
34 48 42
34 54 83
34 293 85
34 4751 19
35 57 25
35 3963 82
35 1834 18
36 70 52
36 280 2
36 4511 32
37 49 23
37 4556 59
37 3926 27
37 565 87
37 1447 56
37 3482 89
37 598 28
38 153 32
38 740 71
38 2153 66
39 751 49
39 2978 38
39 4249 12
39 1342 63
39 1773 20
39 3357 32
39 1285 19
40 52 93
40 130 53
40 160 30
40 173 5
40 254 56
40 266 31
40 295 57
40 519 5
40 761 8
40 1735 4
40 1933 68
40 4195 14
40 1505 29
41 246 76
41 3537 78
42 60 47
42 692 20
42 4506 84
42 2137 46
43 88 1
43 303 38
43 2971 27
43 4488 29
43 3396 24
43 3480 38
43 4437 75
44 111 27
44 154 6
44 236 80
44 584 60
44 799 69
44 3845 22
44 673 86
44 2975 49
44 2789 48
45 2249 9
45 3684 57
45 842 41
46 302 66
46 682 33
46 1184 46
46 4283 70
46 2918 87
46 1692 64
47 62 14
47 145 58
47 463 98
47 734 8
47 1024 46
47 1981 89
47 3989 15
47 387 17
47 3079 16
47 1061 13
48 76 5
48 189 79
48 225 98
48 617 61
48 684 60
48 1680 56
48 1163 91
48 4169 69
49 752 51
49 546 55
49 2576 84
49 2471 54
50 118 63
50 364 31
50 1196 90
50 4356 20
50 4284 86
51 95 37
51 126 2
51 3889 86
51 3682 53
52 101 72
52 261 79
52 1097 86
52 1832 77
52 2022 27
52 4923 76
52 2057 15
53 245 98
53 565 10
53 823 25
53 1592 67
53 1668 83
53 3548 37
53 203 88
53 3287 13
54 180 58
54 677 75
54 937 85
54 1149 45
54 4574 58
54 902 56
55 64 2
55 73 9
55 79 26
55 1914 96
55 2453 14
55 2603 44
55 3037 79
55 4787 84
55 208 55
55 2378 24
55 578 53
56 140 78
56 1332 42
56 1580 99
56 3093 86
56 2221 51
56 661 23
56 2231 59
56 4814 94
56 4747 44
56 2944 29
57 84 18
57 142 97
57 248 66
57 3014 64
57 3584 25
57 3564 91
58 2533 41
58 3291 100
58 4736 1
58 4901 85
58 4733 76
59 74 27
59 243 57
59 292 53
59 322 66
59 911 84
59 501 34
59 1667 64
59 564 79
60 104 84
60 124 98
60 381 17
60 1226 80
60 3191 65
60 2273 34
60 1819 78
60 310 89
61 99 26
61 193 53
61 477 31
61 843 51
62 96 53
62 107 90
62 139 57
62 753 56
62 949 89
62 2660 15
62 4516 92
62 2232 75
62 4655 35
62 1441 71
63 149 76
63 560 29
63 1746 37
63 4560 25
63 4522 33
64 122 40
64 131 68
64 550 82
64 3040 36
64 4025 80
64 1892 64
65 67 88
65 171 38
65 267 80
65 372 93
65 559 17
65 1809 70
65 2089 2
65 4496 13
65 4757 14
65 4980 98
65 4569 11
65 1622 45
66 125 59
66 481 39
66 547 2
66 1499 85
67 72 22
67 354 32
67 373 35
67 498 14
67 716 4
67 221 75
68 115 32
68 229 42
68 1012 62
68 4594 5
68 3838 18
68 2480 53
68 4926 67
69 77 59
69 3924 2
69 4296 93
69 4532 82
69 2110 80
70 147 55
70 168 91
70 216 44
70 333 96
70 391 49
70 1598 36
70 2212 22
71 100 89
71 736 95
71 4349 49
71 295 19
71 4738 28
71 4169 4
71 43 51
72 81 25
72 93 15
72 176 71
72 479 96
72 657 72
72 1274 43
72 1418 41
72 977 58
73 642 4
73 708 95
73 1432 97
73 1794 51
73 1803 64
73 3435 79
73 3381 53
74 247 1
74 582 32
74 862 2
74 1331 82
74 2446 48
74 4578 36
75 1723 14
75 3112 33
75 2041 20
75 893 86
76 156 66
76 279 72
76 1207 1
76 1864 43
76 2054 44
76 1392 41
76 3825 84
77 251 28
77 728 95
77 916 90
77 4578 15
77 2786 25
77 2959 74
77 34 80
78 4629 2
78 2918 33
78 2143 21
79 223 70
79 1468 83
79 4353 3
79 197 33
80 316 81
80 338 84
80 2809 10
80 4672 92
80 2220 17
81 150 32
81 520 77
81 1210 51
81 1721 94
81 3257 62
81 4295 35
81 4051 8
81 684 43
82 91 68
82 699 70
82 820 14
82 1277 55
82 1754 86
82 2292 90
82 38 67
82 2071 27
83 89 30
83 94 11
83 344 11
83 428 71
83 509 69
83 3419 17
83 2924 100
84 112 75
84 191 82
84 298 38
84 712 82
85 237 76
85 269 87
85 543 54
85 2412 79
85 2952 89
86 1161 24
86 1448 6
86 1476 33
86 797 18
86 2812 35
87 210 62
87 857 43
87 3155 10
88 114 65
88 1694 78
88 4874 56
88 1615 63
88 2902 41
89 231 50
89 1027 63
89 4427 64
89 1 1
90 209 29
90 586 65
90 1175 74
90 3030 62
91 817 55
91 1079 52
91 2020 98
91 478 63
91 1586 15
92 312 54
92 467 53
92 732 43
92 1259 7
92 2123 67
92 3809 18
92 1169 78
92 3070 97
92 2417 64
93 917 47
93 1420 98
93 2583 16
94 847 13
94 2388 36
94 3414 63
94 3619 24
94 3066 74
95 206 54
96 2837 24
96 3029 70
96 4642 75
97 311 35
97 451 74
97 853 85
97 2517 28
97 4223 36
97 31 14
97 297 65
97 224 95
97 4397 90
98 166 63
98 599 80
98 990 17
98 2045 36
98 4265 7
99 108 72
99 162 64
99 314 31
99 3195 39
99 4593 8
99 1543 62
99 90 14
100 2261 17
100 3549 50
100 3139 75
101 345 36
101 359 57
101 1670 95
101 4805 92
102 896 34
102 2450 73
102 916 76
102 1811 81
102 3308 14
102 1949 7
103 179 24
103 371 96
103 870 38
103 3034 7
103 4116 35
103 2565 19
103 109 54
104 389 72
104 3077 76
104 3755 86
104 2840 97
105 199 76
105 218 10
105 265 87
105 1301 34
105 1412 82
105 1779 88
105 2201 93
105 2751 67
105 2381 66
105 4327 65
105 2007 35
105 1942 42
106 157 13
106 188 98
106 202 52
106 977 54
106 2321 80
106 2337 56
106 967 23
107 151 76
107 175 17
107 1994 92
107 2698 6
107 1698 40
107 4162 92
107 885 97
107 3246 42
108 851 1
108 2498 80
108 2860 95
108 133 37
109 196 47
109 304 30
109 838 22
109 849 90
109 1938 71
109 3710 74
109 2631 28
110 159 87
110 343 9
110 1260 23
110 4444 76
110 4728 9
111 1221 88
111 2387 49
111 2451 10
111 2875 5
111 3849 80
111 4959 35
112 155 22
112 172 14
112 222 38
112 1375 20
112 1545 17
112 1892 72
112 2524 90
112 938 62
113 2669 48
113 3701 82
114 177 40
114 1183 72
114 1324 70
114 1532 99
114 3776 91
114 4989 95
115 211 62
115 491 51
115 4525 87
115 2866 73
115 3966 87
115 3815 82
115 133 76
116 439 41
116 1156 87
116 1228 5
116 4316 50
117 186 53
117 569 39
117 1010 53
117 2123 17
118 1906 88
118 2469 46
118 2527 11
119 802 4
119 1966 65
119 3860 8
120 395 87
120 1687 90
120 1753 59
120 2000 28
120 2196 11
120 797 35
121 197 38
121 205 95
121 605 41
121 1122 58
121 1621 66
121 3406 27
122 184 29
122 409 42
122 436 58
122 2801 93
122 2980 74
123 136 69
123 702 9
123 4323 58
123 1346 92
123 2365 39
124 2381 85
124 638 61
125 252 33
125 1111 70
125 1478 52
125 4975 56
125 739 30
126 128 40
126 2420 1
126 3079 77
126 1374 22
127 232 82
127 1338 18
127 1659 97
127 2316 20
128 178 43
128 711 56
128 1112 98
128 3186 85
128 174 12
128 222 56
129 208 35
129 217 30
129 434 49
129 3694 92
130 132 10
130 610 71
131 1480 74
131 1777 6
131 4746 3
132 146 13
132 152 94
132 1005 39
132 1334 18
132 4181 79
132 4577 64
132 1832 61
133 416 60
133 747 39
133 967 78
133 1695 43
133 2508 66
133 3222 51
133 112 88
133 1741 53
133 4057 11
134 213 47
134 595 8
134 2648 40
134 2897 64
134 2970 43
134 3641 75
134 2676 9
134 2718 18
134 4079 38
135 138 66
135 384 86
135 679 5
135 2877 69
135 2921 84
135 2967 22
135 1074 21
135 3933 28
135 4033 34
135 1786 52
136 848 57
136 4415 52
136 996 34
137 219 88
137 1329 89
137 1685 38
137 2244 43
137 2854 8
137 557 19
138 141 43
138 722 90
138 1121 75
138 487 50
139 181 83
139 421 44
139 2880 39
139 3706 38
140 200 33
140 3920 38
140 4469 6
140 2968 7
140 369 88
141 163 4
141 1551 63
141 1722 94
141 2418 31
141 2939 36
141 629 71
142 144 20
142 182 55
142 194 73
142 238 70
142 388 39
142 394 16
142 417 24
142 819 44
142 2954 40
142 41 2
142 3938 41
142 2488 98
143 170 1
143 174 26
143 554 28
143 746 28
143 969 51
143 1865 99
143 4857 48
144 214 18
144 224 22
144 910 29
144 4857 79
144 2765 81
144 2670 78
144 2880 83
144 1762 17
145 287 15
145 627 4
145 1167 72
145 1690 45
145 4906 3
145 2965 6
145 4391 11
146 148 45
146 3533 3
146 3338 2
146 1655 16
146 3801 93
147 165 36
147 326 14
147 497 14
147 960 13
147 1017 81
147 1773 43
147 856 67
147 509 4
147 3032 53
147 3462 14
148 271 24
148 327 82
148 530 60
148 955 38
148 1357 37
148 290 39
149 195 7
149 299 89
149 342 38
149 2784 46
149 944 19
149 3987 89
149 154 24
149 3035 40
149 3535 96
149 4958 79
150 1065 18
151 2079 80
151 3709 47
151 1534 1
151 1664 35
151 718 12
152 407 16
152 492 35
152 1380 6
152 1805 24
152 3150 36
153 1757 4
154 277 67
154 2056 22
154 2570 77
154 4123 62
154 4042 7
154 1722 73
155 268 5
155 484 4
155 858 54
155 793 30
155 4970 52
155 3436 56
156 255 71
156 330 68
156 383 43
156 1292 79
156 2419 40
156 4656 13
156 2551 47
156 719 45
157 1786 32
157 1712 11
158 226 49
158 317 78
158 2661 96
158 2186 91
159 500 33
159 2667 31
160 2263 97
161 4388 20
161 449 94
162 431 12
162 626 50
162 733 73
162 1057 81
162 1720 95
162 1786 91
162 2724 63
162 1954 45
162 4218 72
163 258 16
163 276 61
163 324 67
163 1612 94
163 4592 79
164 201 29
164 892 86
164 1186 73
164 1232 65
164 4307 9
164 789 47
164 2929 51
164 1315 42
165 346 43
165 456 51
165 1329 23
165 2220 87
165 2722 14
166 190 88
166 512 3
166 1317 51
166 1326 80
166 2239 26
166 916 61
166 1895 39
167 825 12
167 1148 85
167 2409 14
167 719 100
167 4497 46
167 4130 7
167 1695 76
168 379 100
168 758 10
168 1899 58
168 3473 26
168 4226 15
168 1968 81
169 4355 13
169 4342 84
169 1997 56
170 332 14
170 1886 92
170 2114 81
170 3920 55
171 426 33
171 1677 41
171 1133 54
171 2449 60
171 566 86
172 204 32
172 284 41
172 3460 27
172 1862 3
172 4217 19
172 1324 3
173 521 28
173 2136 38
173 2360 30
173 3485 98
173 2765 1
174 2069 23
174 3543 69
175 294 25
175 351 52
175 2504 34
175 3278 31
175 865 19
175 2801 36
175 2991 28
175 207 91
176 215 79
176 879 41
176 975 75
176 2030 70
176 3441 84
176 3448 9
176 1393 94
176 3913 55
177 563 56
177 567 91
177 2747 95
178 221 25
178 533 62
178 1295 11
178 4068 57
178 1821 86
178 2852 74
178 2569 25
179 183 9
179 544 74
179 1910 3
179 829 31
179 3269 83
179 372 14
179 371 94
179 2562 8
180 1400 35
180 2463 15
180 2233 92
180 816 96
181 203 32
181 1136 7
181 3538 77
181 2367 21
181 3206 9
181 4562 51
182 212 64
182 2024 1
182 2964 97
182 4028 99
183 272 6
183 1227 23
183 1146 55
184 244 53
184 552 82
184 706 79
184 3609 98
184 4812 1
185 242 1
185 308 34
185 420 39
185 703 8
185 1319 90
185 3086 66
185 4397 64
185 4701 66
186 275 47
186 2706 13
186 521 15
187 487 36
188 1963 75
188 2412 86
189 362 14
189 931 71
189 1387 47
189 1649 72
190 878 44
190 4712 59
190 4870 78
190 196 8
190 5 90
190 2801 95
191 274 58
191 300 49
191 649 68
191 1977 16
191 2272 70
191 2898 37
191 261 62
191 4859 66
192 257 41
192 522 12
192 1346 82
192 2850 80
192 3953 11
192 1608 49
192 3576 23
192 1970 81
192 3635 12
193 278 28
193 296 52
193 320 93
193 621 75
193 1227 87
193 2440 78
193 2034 67
194 241 14
194 367 63
194 500 22
195 1403 61
195 3018 66
195 2668 96
195 3711 46
195 3201 28
196 310 72
196 876 82
196 1072 88
196 1164 36
196 1519 92
196 1584 36
196 774 21
197 726 2
197 1509 25
197 3058 6
198 305 80
198 352 97
198 396 50
198 802 34
198 3160 98
198 1137 64
199 207 11
199 334 16
199 1147 56
199 3482 32
200 475 27
200 704 97
200 1640 35
200 4675 3
201 283 8
201 309 3
201 1829 99
201 2242 75
201 2759 8
201 4073 87
201 2399 76
202 535 31
202 1063 18
203 1823 87
203 60 26
204 365 63
204 944 36
204 1055 38
204 3402 58
204 3422 66
204 3116 89
205 220 66
205 3087 67
205 1901 54
205 1575 37
206 393 74
206 472 30
206 486 51
206 2617 48
206 2957 20
206 3905 65
206 4171 60
206 1985 80
207 235 67
207 289 1
207 813 91
207 3297 79
207 733 46
207 4155 90
207 3637 51
208 468 94
208 1366 99
208 4997 72
208 683 9
209 249 93
209 946 53
209 1695 61
209 3954 56
209 4481 25
210 424 9
210 471 9
210 1370 37
210 1461 59
210 1551 77
211 260 100
211 440 67
211 1053 83
211 1657 15
211 2521 48
211 3513 38
212 1200 44
212 4074 55
213 1578 13
213 4910 84
213 1065 24
214 329 29
214 357 45
214 625 24
214 671 21
214 1784 43
214 2822 47
214 3558 23
214 1185 22
214 790 91
215 570 43
215 615 14
215 818 68
215 1067 42
215 1481 5
215 1795 83
215 3425 76
215 2463 25
215 3960 65
215 3232 47
215 3724 60
215 1636 38
216 1279 9
216 3845 86
217 405 30
217 571 44
217 803 4
217 2675 95
218 548 10
218 221 57
219 3964 54
219 4255 68
219 4115 82
220 291 49
220 943 34
220 1048 63
220 2748 89
220 51 73
221 1297 92
221 3527 36
221 554 99
222 793 96
222 798 99
222 3137 100
223 1054 5
223 1356 22
223 3993 88
224 638 30
224 1966 95
224 2298 93
224 3276 56
225 347 78
225 469 95
225 4005 37
225 1141 13
225 3145 45
226 731 23
226 886 88
226 1838 76
226 2805 40
226 3699 25
227 331 34
227 2161 57
227 1863 25
227 712 34
228 358 68
228 987 14
228 995 35
228 1258 29
228 2600 41
228 4470 20
228 754 17
228 455 52
229 891 93
229 4706 33
229 1930 48
229 2906 13
229 4435 40
230 336 79
230 1731 95
230 3319 28
230 4699 39
230 1162 31
230 1793 19
230 2583 50
230 803 100
231 306 43
231 380 75
231 419 18
231 457 79
231 489 4
231 536 31
231 1118 47
231 1604 46
231 2118 8
232 4133 63
233 239 10
233 240 51
233 366 62
233 608 98
233 2039 52
233 3580 47
233 1045 69
233 1624 15
234 307 43
234 418 7
234 2534 96
234 512 57
234 3408 99
234 3509 96
234 3839 48
235 427 84
235 923 100
235 3532 29
235 672 52
235 656 74
235 3624 16
236 262 1
236 2025 1
236 3738 24
236 2216 71
236 4018 29
236 2202 45
236 3945 40
237 301 90
237 1209 74
237 1422 29
237 1487 65
237 2946 64
237 832 31
237 2426 49
238 323 97
238 1524 82
238 4916 9
238 4318 94
238 4159 13
238 2940 20
239 376 11
239 2881 53
239 292 35
239 3470 3
239 2698 53
240 449 46
240 744 13
240 1964 98
240 1690 83
240 26 58
240 3246 32
240 2519 59
241 270 47
241 378 41
241 4956 23
241 1370 78
241 3137 20
242 755 63
242 1272 89
242 4691 1
243 350 24
243 429 36
243 1044 50
243 2160 84
243 4461 64
243 902 89
243 122 99
244 250 4
244 458 89
244 2169 84
244 1074 7
245 285 27
245 375 28
245 404 67
245 423 72
245 447 59
245 464 100
245 623 98
245 2733 26
246 465 9
246 1098 68
246 1776 35
246 2202 8
246 4469 93
246 1126 57
246 4210 84
246 549 40
246 3671 93
247 1168 61
247 1282 26
247 1496 35
247 2579 1
247 2657 18
248 619 2
248 1802 90
248 2656 28
248 3277 48
249 397 35
249 1547 93
249 2416 93
249 2803 61
249 4519 83
249 1613 27
250 1785 16
251 2475 83
251 4524 59
252 2526 59
252 2846 88
252 3766 9
253 263 93
253 281 86
253 724 14
253 1015 48
253 2080 66
253 3315 79
253 4909 67
253 200 22
253 3972 26
253 1317 97
254 579 65
254 2140 66
254 87 62
254 2201 86
255 947 42
255 2252 35
255 4600 93
255 1805 76
255 3568 45
255 592 95
256 609 35
256 2559 8
256 3421 64
256 4189 96
256 4432 90
256 4586 93
257 264 27
257 689 62
257 1454 52
257 406 92
257 3732 3
258 749 36
258 1000 34
258 2291 38
258 2276 39
258 4806 28
258 3752 82
259 400 78
259 1124 59
259 2068 69
259 3142 49
259 1224 72
259 93 52
259 3735 45
260 2687 28
260 1788 63
260 4683 52
260 838 70
261 555 82
261 694 100
261 759 16
261 1041 33
261 1202 100
261 2920 27
261 3517 9
261 4122 4
261 1476 99
261 167 79
262 3433 95
262 4046 75
262 3724 63
262 3870 18
263 583 100
263 765 61
263 1192 43
263 1730 14
263 2181 83
263 102 30
263 2655 86
264 483 54
264 832 71
264 1624 29
264 3207 49
265 403 99
265 466 52
265 688 69
265 1379 68
265 1510 58
265 1805 83
266 399 55
266 564 39
266 590 7
266 957 13
266 1652 87
266 1752 10
266 3491 34
266 4433 12
266 274 77
267 286 92
267 1404 84
267 837 28
268 315 70
268 572 24
268 2755 9
269 1498 82
269 2443 63
269 2662 37
269 3753 71
269 445 17
269 3455 42
270 804 79
270 1224 86
270 2707 19
270 2961 28
270 2047 3
271 3459 74
271 717 72
271 297 42
272 1473 21
272 2441 31
272 3671 13
272 3740 56
272 1163 33
272 699 3
273 446 64
273 529 89
273 1492 19
273 4886 77
274 540 33
274 739 27
274 1125 80
274 1973 12
274 2368 35
274 3497 68
274 47 54
274 3851 18
274 1956 30
274 3988 2
275 386 91
275 593 54
275 695 2
275 1234 6
275 4169 3
275 1417 50
275 3654 95
276 408 89
276 1427 61
276 1724 38
276 3604 8
276 2335 23
276 735 37
276 694 82
276 3861 59
277 1208 45
277 1839 85
277 1868 90
277 1985 35
277 2163 97
277 2623 40
278 525 16
278 624 82
278 2173 35
278 2728 15
278 3370 68
278 1580 89
279 437 22
279 585 80
279 1267 75
279 4172 34
280 3111 55
280 1069 65
280 1295 93
280 2390 56
280 107 84
281 715 62
281 2608 56
281 2406 80
282 2357 38
282 2451 80
282 4966 60
282 1183 92
283 742 80
283 4710 35
283 764 15
284 325 5
284 1247 43
284 2097 21
284 4845 17
285 353 63
285 3663 14
286 438 4
286 444 84
286 1563 40
286 570 38
286 4806 63
287 2323 29
287 4976 14
288 335 31
288 1137 99
288 2143 23
288 3533 61
288 4839 33
289 406 11
289 795 70
289 3003 71
289 1330 2
290 488 63
290 580 92
290 1413 93
290 4522 18
290 940 42
291 954 63
291 3382 46
291 30 53
291 4888 98
291 984 74
291 2573 30
291 2914 90
292 1664 55
292 4363 16
292 633 96
293 2027 1
293 2978 98
293 239 46
293 4244 9
294 685 27
294 2535 71
294 1575 44
295 2991 21
296 369 85
296 641 27
296 2500 65
296 3746 53
296 1409 18
297 963 31
297 2184 42
297 2930 54
298 401 51
298 925 12
298 1501 34
298 1555 38
298 1806 1
299 410 5
299 666 44
