10000 30000
0 1 16
0 2 11
0 3 45
0 23 16
0 75 19
0 113 9
0 145 57
0 1760 25
0 2047 65
0 9352 89
1 12 65
1 15 11
1 16 67
1 29 52
1 396 39
1 692 75
1 809 5
1 1338 32
1 4185 7
1 4236 90
2 5 33
2 28 51
2 60 43
2 629 42
2 902 58
2 1092 62
2 1571 18
2 5243 19
2 1360 78
2 2392 76
3 4 38
3 6 22
3 20 42
3 101 38
3 825 99
3 835 54
3 6151 92
3 6695 44
3 3226 91
3 6189 42
3 4638 56
3 8729 47
3 5680 92
4 7 65
4 9 89
4 10 21
4 13 79
4 48 50
4 221 40
4 284 31
4 449 46
4 545 4
4 1285 61
4 1569 98
4 4782 85
4 8753 92
4 1037 45
4 759 9
5 56 79
5 170 44
5 278 91
5 326 40
5 360 13
5 727 10
5 3335 37
6 8 1
6 17 14
6 19 79
6 24 81
6 62 97
6 133 51
6 279 32
6 339 19
6 438 72
6 1223 47
6 1714 94
6 1929 87
6 2333 43
6 3015 78
6 6626 33
7 42 61
7 51 16
7 180 70
7 622 20
7 757 87
7 842 83
7 3532 3
7 9914 46
7 5869 12
7 9912 73
7 6718 100
8 31 59
8 156 1
8 244 99
8 684 97
8 1608 35
8 2021 16
8 6427 60
8 1514 40
8 3182 4
8 6412 68
9 11 94
9 33 85
9 52 20
9 164 77
9 235 82
9 391 21
9 1081 55
9 2346 22
9 5042 6
9 1655 30
10 54 17
10 69 59
10 114 94
10 143 44
10 280 28
10 359 52
10 6280 38
11 26 64
11 63 94
11 1075 54
11 2574 5
11 1686 35
12 390 27
12 433 37
12 627 94
12 976 52
12 1357 98
12 1160 5
13 14 74
13 27 9
13 183 42
13 229 31
13 514 39
13 580 73
13 4432 56
13 685 22
13 451 36
14 256 80
14 934 66
14 1579 33
14 2730 54
14 8461 27
15 22 27
15 40 19
15 210 95
15 357 23
15 3127 72
15 3675 87
16 30 11
16 64 30
16 312 37
16 871 5
16 1339 58
16 7238 28
16 4925 51
17 18 44
17 21 47
17 32 100
17 34 80
17 144 65
17 242 95
17 412 93
17 764 3
17 2435 100
17 3491 50
17 1162 21
17 7069 27
18 93 77
18 493 40
18 1958 43
19 25 24
19 81 90
19 97 51
19 105 2
19 196 48
20 41 21
20 61 52
20 65 1
20 137 10
20 155 80
20 388 99
20 2100 94
20 3570 89
20 5850 67
20 8677 20
21 117 65
21 209 59
21 1021 67
21 1364 60
21 2378 85
21 2877 26
21 8153 37
21 9589 11
21 5931 70
21 6193 9
22 87 76
22 111 90
22 358 60
22 896 13
22 1047 19
22 4907 43
22 6344 69
22 4105 16
22 5809 23
22 3896 85
23 55 1
23 66 55
23 84 60
23 119 6
23 512 64
23 529 97
23 1030 68
23 1086 29
23 3218 1
23 3702 20
23 5685 8
23 6576 35
24 82 32
24 324 24
24 7858 9
24 1327 80
24 4398 82
24 6634 86
24 1402 66
24 2206 1
25 38 65
25 116 18
25 389 37
25 738 90
25 1403 10
25 1798 68
25 9717 63
25 1312 11
26 35 82
26 72 45
26 73 4
26 241 40
26 606 33
26 657 62
26 4719 78
26 4817 91
26 5631 4
26 3256 81
26 6013 91
27 47 57
27 49 46
27 944 61
27 965 32
27 2267 22
27 6432 71
27 8284 97
27 3872 17
28 58 62
28 95 64
28 266 2
28 319 65
28 343 53
28 374 12
28 874 53
28 8730 69
28 9094 59
28 4579 11
28 4496 58
29 735 7
29 4536 41
29 8074 35
30 76 51
30 142 41
30 274 48
30 800 1
30 813 16
30 831 7
30 2747 18
30 160 25
30 6211 5
31 67 52
31 605 88
31 618 51
31 1897 12
31 4192 51
31 5076 50
31 6059 2
31 7174 52
32 37 25
32 120 30
32 732 63
32 1847 78
32 4929 31
32 5347 64
32 6282 92
32 4814 48
32 3389 47
32 9159 6
32 1496 9
33 39 76
33 124 79
33 4118 76
33 8134 32
34 50 93
34 104 100
34 130 37
34 136 29
34 139 94
34 166 67
34 245 41
34 3240 47
34 1923 82
34 8610 10
34 2725 83
34 5293 65
35 36 44
35 85 77
35 115 33
35 200 52
35 483 46
35 1987 26
35 2268 13
35 5978 94
35 7497 82
35 6577 83
35 9110 80
36 89 61
36 123 51
36 316 75
36 723 77
36 994 18
36 1124 5
36 3331 44
36 3428 14
37 98 39
37 154 13
37 973 7
37 3540 55
37 4209 2
37 5626 22
37 252 85
37 3809 12
38 44 51
38 45 30
38 53 28
38 201 51
38 2891 62
38 9858 37
38 1080 73
38 7848 73
39 43 44
39 86 15
39 102 40
39 132 55
39 1407 71
39 689 17
39 2971 17
39 4050 72
40 46 97
40 294 49
40 377 32
40 2078 30
40 9515 5
40 8393 57
41 186 9
41 2687 9
41 4279 59
41 5854 64
41 2408 52
42 71 95
42 128 10
42 2363 66
42 3189 25
42 4637 57
42 2300 59
42 8006 5
43 57 9
43 92 69
43 100 52
43 503 52
43 2813 78
43 7556 85
43 6536 14
43 1461 81
43 7627 15
44 99 99
44 151 65
44 378 59
44 403 24
44 556 79
44 614 17
44 803 78
44 9142 64
44 5287 26
44 7152 2
45 74 49
45 352 92
45 442 88
45 583 9
45 1476 29
45 7730 48
45 1188 98
45 8662 62
46 181 80
46 382 46
46 572 74
46 838 19
46 2887 54
46 4090 27
46 5673 59
46 8577 90
46 9198 74
46 568 6
47 106 92
47 1655 74
47 1854 81
47 4771 89
47 8506 67
47 8945 86
47 677 83
47 9149 52
48 173 66
48 1315 45
48 9753 79
48 2143 92
49 59 81
49 88 56
49 795 78
49 2004 39
49 4406 55
49 7457 14
49 4895 17
49 9496 33
49 7763 86
50 1122 41
50 1184 17
50 4545 69
50 7541 78
51 68 100
51 216 19
51 7197 28
51 4802 74
51 2010 100
52 249 63
52 262 66
52 2343 25
52 6433 59
52 6553 51
52 6166 14
52 6161 72
52 785 94
53 169 26
53 338 86
53 448 5
53 682 36
53 1326 36
53 1349 55
53 3801 52
53 4862 42
53 4881 81
53 843 84
53 3492 33
54 608 86
54 5671 53
54 7040 62
54 4547 78
55 107 63
55 147 14
55 163 83
55 6300 36
55 426 88
56 122 21
56 288 3
56 351 53
56 4218 93
56 7818 31
56 6678 74
56 3228 47
57 415 11
57 908 2
57 1200 98
57 2700 26
57 3268 41
57 5632 22
58 77 73
58 220 42
58 1217 40
58 8767 19
58 3594 89
58 4327 64
58 6408 41
59 103 27
59 129 63
59 138 95
59 2119 23
59 2707 98
59 6854 76
59 9628 5
59 2272 99
59 3539 58
59 1289 44
60 78 37
60 251 72
60 414 53
60 1077 51
60 1261 16
60 1319 86
60 1935 64
60 2271 71
60 3265 64
60 1219 96
60 4400 8
61 590 61
61 789 58
61 1620 40
61 2758 77
61 3783 100
61 9597 56
61 2818 34
62 1485 4
62 1981 83
62 7092 16
62 7937 77
62 8982 41
62 9148 81
62 2814 29
63 80 72
63 90 9
63 126 39
63 272 62
63 353 9
63 457 36
63 754 90
63 784 64
63 1796 12
63 5362 42
63 4478 80
63 3476 62
63 7995 33
63 7103 82
63 7838 24
64 428 53
64 1593 3
64 2535 70
64 2811 24
64 5355 98
64 4075 13
64 8509 31
65 206 66
65 218 66
65 301 86
65 1224 91
65 3795 82
66 70 89
66 320 51
66 712 51
66 5737 58
66 9004 79
66 3552 32
66 4299 74
66 8635 85
67 332 3
67 829 83
67 1237 57
67 2688 2
67 2980 45
67 1122 15
68 807 24
68 5035 44
68 5675 41
69 112 11
69 194 45
69 3228 28
69 3467 4
69 3504 14
69 8456 38
69 9527 8
70 935 51
70 1865 61
70 4202 12
70 3899 64
70 9394 3
70 5114 99
71 443 79
71 497 60
71 1255 9
71 1416 32
71 1657 11
71 7314 66
71 1321 57
71 8545 51
71 2358 57
72 141 23
72 146 52
72 479 36
72 4277 41
72 5015 63
72 9784 82
73 79 75
73 193 50
73 1046 79
73 8109 44
73 9704 96
74 108 43
74 380 30
74 543 46
74 2976 92
74 3434 12
74 6866 81
74 5547 14
74 4871 66
74 7187 18
75 91 72
75 96 50
75 140 2
75 392 61
75 5531 74
76 214 84
76 364 87
76 1161 76
76 5591 99
76 4163 67
77 135 40
77 453 62
77 1654 28
77 6417 20
77 6602 43
77 9266 98
77 3192 28
77 446 59
78 94 92
78 615 62
78 879 18
78 1437 87
78 1638 30
78 612 62
78 5036 55
79 474 81
79 607 96
79 900 32
79 4604 17
79 8016 44
79 205 22
79 4186 71
79 2576 62
79 3765 88
79 1532 2
80 202 66
80 7309 2
80 8360 9
80 5749 14
80 5205 15
81 83 32
81 293 85
81 454 89
81 1785 48
81 8306 35
82 617 69
82 1621 76
82 3792 37
82 9358 32
82 8752 68
82 54 2
82 3998 37
83 578 91
83 844 91
83 1334 21
83 2085 85
83 2494 83
83 5511 38
83 140 32
83 4552 81
83 4501 65
83 7412 51
84 109 44
84 677 29
84 1649 87
84 3871 81
84 1034 8
84 2463 85
84 6873 24
85 573 81
85 1343 38
85 1662 59
85 7792 48
85 610 68
85 1232 80
86 187 74
86 841 76
86 2500 85
86 6448 81
86 4700 87
86 1208 63
87 254 15
87 1698 37
87 2421 87
87 2445 77
87 2907 92
87 5664 88
87 7106 70
87 7801 2
88 499 42
88 9058 52
88 4535 52
88 1452 72
88 6487 86
89 159 66
89 192 29
89 289 32
89 720 64
89 878 7
89 1005 15
89 9091 54
89 8830 47
90 1137 31
90 3172 26
90 3953 59
90 5108 29
90 5452 5
90 9793 4
90 4595 3
90 3361 29
90 2109 65
91 110 83
91 2620 86
91 6558 35
91 4037 29
91 1231 14
92 2361 47
92 4639 28
92 8266 78
92 6939 89
93 185 24
93 1300 60
93 3052 63
93 3998 54
93 5280 19
93 9270 74
93 1005 53
93 5424 73
93 9000 41
93 5108 11
93 4053 97
94 198 69
94 482 30
94 1032 45
94 1417 65
94 8053 35
95 172 55
95 586 23
95 9620 7
95 4491 48
96 2277 67
96 4372 81
96 4397 4
96 8461 74
96 706 18
96 967 69
97 121 100
97 161 35
97 178 35
97 1446 62
97 8520 82
97 6392 87
97 4374 88
98 125 70
98 149 49
98 150 15
98 222 50
98 3908 1
98 8592 14
98 2279 91
99 356 32
99 914 61
99 8764 86
99 6845 100
99 3529 59
99 7305 86
100 1059 23
100 2405 30
100 4469 34
100 6752 65
100 1360 14
100 483 43
100 1972 54
100 7093 51
100 976 35
100 5839 47
101 118 96
101 515 10
101 1033 32
101 1966 79
101 6544 59
101 7459 91
102 175 10
102 281 57
102 1563 54
102 9998 94
103 828 20
103 6072 65
103 8039 27
103 5139 75
103 6916 22
104 772 76
104 1345 48
104 2031 26
104 3247 71
104 5377 36
104 796 33
104 6044 49
105 323 47
105 7646 20
105 8115 31
105 6403 4
105 2189 91
105 6626 91
106 176 15
106 300 26
106 713 45
106 1829 95
106 4957 62
106 8680 28
106 3348 85
107 1553 25
107 1933 56
107 5891 43
107 1596 9
107 4714 57
108 153 70
108 157 54
108 574 57
108 1080 43
108 1308 65
108 3967 53
108 8423 89
108 9636 77
109 232 93
109 298 97
109 1064 1
109 2037 90
109 4708 11
109 1457 29
109 8024 16
110 865 91
110 4290 73
110 2170 2
110 760 78
111 416 32
111 1185 2
111 3639 71
111 7465 30
111 9965 4
111 6075 28
111 6599 37
112 127 59
112 158 6
112 314 92
112 398 22
112 922 55
112 1838 42
112 2091 73
112 4025 20
112 7257 4
112 7295 92
112 2139 66
112 5979 17
112 1475 16
112 9916 63
113 386 38
113 640 66
113 855 71
113 2708 76
113 3554 58
113 8404 50
113 8543 76
114 2455 22
114 5514 61
115 152 60
115 233 1
115 3472 52
115 4658 62
115 9161 46
115 9095 93
115 8832 44
116 250 39
116 1204 76
116 8431 19
116 4949 9
116 9288 71
116 8994 17
117 240 60
117 898 41
117 1612 98
117 2066 90
117 2583 1
117 5267 20
117 51 23
118 219 29
118 699 99
118 7753 83
118 7981 91
118 7771 69
118 5339 10
118 5109 10
118 9755 46
119 257 85
119 481 28
119 755 95
119 1544 63
119 6473 8
119 1784 56
120 131 54
120 188 98
120 207 50
120 337 20
120 427 89
120 1053 64
120 5783 70
120 2071 84
120 1644 34
121 197 7
121 307 96
121 854 7
121 905 80
121 7372 65
121 3176 86
121 9252 34
121 7489 31
122 184 17
122 263 46
122 302 96
122 560 69
122 1412 51
122 3203 39
122 7121 35
122 3175 14
123 355 9
123 979 74
123 4433 98
123 5012 35
123 9571 72
123 6842 66
123 3669 98
124 269 40
124 1156 2
124 3148 20
124 6332 93
124 3424 51
124 8819 47
125 431 28
125 881 24
125 457 30
125 9756 40
125 5766 33
126 283 25
126 1770 77
126 2487 49
126 1367 64
126 8488 93
127 134 76
127 513 68
127 991 31
127 2716 26
127 3028 71
127 7925 25
127 588 41
127 2016 92
127 7014 27
128 397 80
128 3722 55
128 8917 88
128 2075 73
128 6044 3
129 421 99
129 853 20
129 1813 40
129 1867 85
129 5260 68
129 6636 7
129 3460 31
129 7193 93
129 5074 43
129 8211 79
130 1354 98
130 2224 47
130 2479 55
130 5139 78
130 1311 92
130 9710 85
130 3994 52
131 394 15
131 2532 17
131 3581 81
131 4958 34
131 5763 99
132 7070 80
133 160 45
133 2165 39
133 5606 45
133 7962 63
133 2711 16
133 6574 16
133 5569 59
134 230 46
134 970 53
134 1190 37
134 4299 92
134 7957 9
134 9063 97
135 171 61
135 1461 5
135 3030 96
135 4253 99
135 4890 55
135 4459 38
136 174 50
136 2278 5
136 2604 33
136 3640 32
136 4434 44
136 3909 94
137 167 95
137 366 67
137 401 1
137 437 62
137 576 86
137 761 52
137 1769 9
137 5651 43
137 5832 52
137 7053 47
137 7151 45
138 238 43
138 255 25
138 275 100
138 733 90
138 802 47
138 2738 63
138 4011 38
138 7186 62
138 5747 23
138 5339 43
139 195 94
139 227 49
139 248 86
139 765 97
139 894 50
139 962 41
139 1667 66
139 1772 85
139 9841 65
139 9344 37
140 226 73
140 469 50
140 1240 43
140 1365 26
140 8421 94
141 519 22
141 1666 53
141 2906 64
141 4659 54
141 1529 74
141 7179 91
141 8923 1
142 763 52
142 2792 73
142 729 86
143 362 44
143 554 6
143 1518 65
143 3019 54
143 7311 37
143 8939 18
143 7194 29
143 2838 24
144 148 16
144 303 62
144 480 98
144 928 69
144 1173 7
144 1267 94
144 1472 36
144 5716 27
144 1859 60
145 208 28
145 408 10
145 595 38
145 1170 14
145 4101 38
145 7328 33
145 6420 22
145 996 48
146 191 52
146 236 11
146 429 71
146 870 33
146 1109 83
146 1166 72
146 8111 65
146 1448 79
146 2446 24
147 487 71
147 885 93
147 1731 84
147 8317 23
148 211 66
148 808 7
148 812 35
148 2431 93
148 4155 54
148 6893 49
148 8947 49
148 4477 35
148 5314 1
148 827 94
149 313 27
149 333 4
149 3661 65
149 5645 68
149 9225 58
149 5145 87
150 399 90
150 1680 55
150 2393 37
150 5286 3
150 950 43
151 205 88
151 568 65
151 915 6
151 1373 13
151 6783 29
151 6596 41
151 8742 80
152 292 29
152 2798 46
152 3593 22
152 2843 31
152 1158 9
152 3010 14
153 291 29
153 790 47
153 5234 52
153 6876 81
153 4778 36
154 253 63
154 691 77
154 766 81
154 5378 30
154 8713 95
154 365 10
154 3925 21
154 131 44
154 5356 23
155 162 97
155 1279 30
155 2341 6
155 4017 92
155 6612 63
155 8307 45
155 9226 36
155 3081 30
156 484 33
156 717 11
156 4896 50
157 797 63
157 4400 49
157 2785 17
157 7717 32
158 182 71
158 661 49
158 2042 28
158 3634 98
158 531 44
158 1088 92
159 228 75
159 260 35
159 3719 56
159 5644 80
159 5107 4
160 165 39
160 179 34
160 376 88
160 1009 35
160 2927 84
160 4517 19
160 7279 7
160 7317 58
160 4813 52
160 4837 30
160 5882 45
160 8599 50
161 168 78
161 306 43
161 308 22
161 406 24
161 2135 62
161 4143 83
161 4424 20
162 1604 50
162 5710 96
162 106 78
162 9101 43
162 7051 24
163 239 81
163 318 39
163 1434 76
163 1523 9
163 2536 38
163 6493 53
163 7317 33
163 5983 8
164 177 66
164 261 72
164 2198 38
164 9178 21
164 3271 74
164 4177 60
165 628 81
165 1049 28
165 1323 75
165 1926 46
165 4908 62
165 9505 8
165 3118 83
165 5967 22
166 1232 25
166 1266 35
166 2409 68
166 1755 50
166 753 5
166 4324 5
166 4801 22
166 2609 78
166 3544 19
167 267 46
167 758 96
167 6077 2
168 234 62
168 404 68
168 547 10
168 1239 64
168 1694 15
168 2185 6
168 2316 78
168 3035 50
168 6293 18
168 8880 9
168 7966 76
169 237 87
169 671 5
169 1810 20
169 2380 79
169 5079 37
169 5985 38
169 1767 90
169 4093 36
170 436 7
170 1928 70
170 6670 81
170 3207 58
171 1488 68
171 7885 43
171 9011 14
171 2016 6
172 285 51
172 1042 24
172 2110 1
172 3382 10
172 1802 76
172 6366 72
173 203 40
173 264 20
173 439 80
173 1264 45
173 1503 26
173 7572 77
173 7675 87
173 9293 52
173 303 41
173 325 57
173 5751 27
174 296 22
174 1447 14
174 4370 40
174 7229 65
174 8184 81
174 5442 70
174 2314 78
174 735 34
174 8414 81
174 8417 80
175 2566 5
175 3604 51
175 5048 51
175 398 39
175 1750 95
176 224 8
176 243 11
176 347 92
176 363 50
176 6655 7
176 1832 58
177 295 81
177 460 75
177 760 67
177 872 51
177 1678 86
177 2002 96
177 2833 15
177 3721 43
177 7662 52
177 1407 96
177 4316 97
177 4895 16
177 2713 72
177 9511 86
178 189 83
178 290 7
178 299 39
178 559 5
178 957 73
178 6724 99
178 9651 32
179 311 29
179 2029 92
179 8720 11
179 8931 92
179 4777 38
179 7083 1
180 716 57
180 889 88
180 916 62
180 5966 86
180 1403 1
180 3017 45
181 258 8
181 327 44
181 1069 43
181 1119 68
181 3074 31
181 2375 79
181 6759 12
181 5220 40
182 265 100
182 419 85
182 770 18
182 1019 64
182 2228 49
182 4991 88
182 3295 30
182 1665 66
183 223 36
183 340 18
183 435 15
183 477 79
183 709 83
183 756 63
183 1997 59
183 2519 41
183 4636 34
183 3925 10
183 916 19
184 225 39
184 771 40
184 4978 1
184 50 7
185 850 27
185 6712 7
186 199 4
186 204 99
186 322 57
186 506 12
186 1253 68
186 3110 75
186 3198 27
186 3668 13
187 190 88
187 213 37
187 231 24
187 2974 28
187 4147 43
187 4880 34
187 5836 63
187 8247 91
187 7513 38
187 8857 46
188 247 11
188 516 1
188 585 99
188 2560 10
188 2808 73
188 4531 85
189 887 83
189 932 72
189 1961 73
189 2727 3
189 6935 30
189 4128 33
189 7980 24
190 950 68
190 1038 23
190 1272 63
190 2216 94
190 7228 58
190 464 30
191 1084 99
191 1431 71
191 5829 48
192 2958 44
192 5657 26
192 6683 91
192 5672 90
193 270 2
193 591 35
193 1642 70
193 1863 25
193 4129 91
193 6455 32
194 490 100
194 498 88
194 4362 49
194 2724 21
195 212 71
195 690 43
195 1114 21
196 567 95
196 2456 35
196 3253 78
196 5504 21
196 6244 46
196 8536 44
197 330 12
197 666 97
197 8133 37
198 387 46
198 420 73
198 582 31
198 1117 32
198 3665 40
198 4972 35
198 1826 60
198 6429 74
199 1850 60
199 38 12
199 9794 41
199 7274 75
199 98 90
200 346 90
200 402 16
200 535 88
200 7461 24
200 7644 84
200 8176 86
201 2050 53
201 4222 57
201 4609 49
202 649 10
202 1230 13
202 1433 28
202 3039 10
202 4461 71
202 2468 77
203 276 72
203 277 66
203 409 93
203 410 46
203 450 48
203 1825 68
203 2210 86
203 3239 56
203 2250 14
203 6953 53
204 246 36
204 305 96
204 1381 17
204 4051 53
204 1168 62
204 4918 41
205 1074 28
205 3542 37
205 5508 4
205 4646 15
205 2735 45
206 407 57
206 964 63
206 1001 40
206 4724 43
207 749 66
207 1115 50
207 2355 92
208 418 65
208 472 93
208 530 75
208 643 66
208 7717 9
208 6810 16
208 1003 5
209 3141 38
209 3734 32
209 4736 56
209 9196 21
209 9980 83
209 9529 32
210 794 83
210 989 21
210 1968 15
210 2040 67
211 215 42
211 384 73
211 3945 49
211 5012 42
211 2844 15
212 4113 42
212 6207 17
212 8050 71
212 6650 98
212 3413 28
212 4898 5
212 3723 67
213 217 25
213 395 43
213 1312 55
213 4759 98
213 6967 57
213 116 60
213 4928 19
213 3507 87
213 3647 6
213 1233 8
214 252 52
214 282 90
214 367 88
214 3836 58
214 4174 41
214 6938 36
215 425 13
215 570 73
215 8353 82
215 7930 53
216 348 83
216 2231 96
216 4248 98
216 8332 24
216 254 52
216 6755 5
216 3786 19
217 2540 92
217 3753 13
217 6321 97
217 9220 97
217 4844 58
217 880 59
218 702 42
218 1816 33
218 2106 39
218 2280 14
218 6653 44
218 8267 69
218 9172 84
219 286 25
219 1191 41
219 1401 47
219 1402 91
219 4169 11
219 5022 50
219 9012 75
219 4323 90
219 6308 89
220 892 89
220 897 68
220 1687 32
220 2190 90
220 3698 16
220 4231 92
220 8562 11
220 4068 4
221 310 6
221 405 81
221 2249 48
221 3946 75
221 9140 8
221 9213 29
221 603 37
222 588 97
222 1610 92
222 2314 45
222 5222 74
222 9571 45
222 3870 4
222 3480 5
222 2803 82
223 173 71
223 4349 44
223 2644 22
224 1379 22
224 1451 84
224 3572 92
224 5202 10
225 1558 42
225 2726 34
225 7988 14
225 5049 40
225 5918 40
226 304 83
226 361 21
226 2881 12
226 4873 7
226 6654 72
226 8709 28
227 984 9
227 1197 92
227 1367 48
227 2676 54
227 8193 19
227 6755 93
227 3790 82
227 6633 41
228 379 42
228 501 11
228 782 21
228 786 52
228 801 40
228 2183 55
228 2592 48
228 2991 22
228 7851 94
228 8178 39
228 9417 23
228 8651 8
229 385 18
229 777 18
229 4022 77
229 5248 45
229 53 69
229 8130 26
229 1728 38
230 329 20
230 466 49
230 467 70
230 650 95
230 1458 68
230 8082 22
230 7101 88
230 7523 68
230 4209 93
230 2345 34
231 446 32
231 602 46
231 6550 66
231 467 43
231 8221 83
231 5498 33
232 1098 82
232 3723 86
232 7445 15
233 297 98
233 336 17
233 533 48
233 679 84
233 926 80
233 1902 52
233 2227 36
233 8590 59
233 1146 53
233 669 91
234 321 69
234 354 42
234 369 26
234 426 50
234 564 9
234 1675 53
234 2763 92
234 3281 83
234 67 79
234 7092 99
235 810 26
235 816 69
235 1245 13
235 4006 87
235 7861 20
236 9918 95
237 456 30
237 839 87
237 9898 62
237 7725 7
237 9211 54
237 4027 79
237 1022 74
238 309 39
238 524 16
238 1844 18
238 2001 44
238 704 78
238 4263 36
238 9591 42
238 1318 99
238 7830 88
239 589 94
239 5905 49
239 3016 13
240 1039 7
240 1801 53
240 5677 74
240 9093 46
241 372 99
241 953 38
241 1296 1
241 6376 8
242 287 38
242 1286 26
242 2284 48
242 4799 64
242 5007 79
242 5562 94
242 4277 82
242 1444 24
243 334 56
243 875 88
243 9497 41
243 3689 92
243 9801 79
244 704 61
244 939 5
244 5812 51
244 3950 87
245 365 69
245 4839 8
245 7557 40
245 8318 86
245 5982 25
245 654 80
246 268 98
246 999 78
246 1388 82
246 1392 45
246 8271 19
247 951 36
247 1329 38
247 1826 56
247 5522 33
247 7773 23
247 471 30
247 4586 35
248 1791 29
248 2000 59
248 8752 64
248 8940 18
248 1777 52
248 3914 76
249 525 13
249 603 5
249 1445 85
249 2350 29
249 995 8
249 7833 95
250 259 63
250 1087 17
250 1299 60
250 7936 93
250 9851 61
251 350 37
251 517 77
251 598 45
251 646 39
251 9364 81
252 273 46
252 371 84
252 2863 38
252 5634 66
252 6317 94
252 7712 55
252 5317 84
253 317 43
253 2055 33
253 3235 35
253 7478 54
253 9318 41
253 5133 71
254 669 48
254 1294 18
254 2275 47
254 2139 95
255 315 49
255 7724 17
255 8336 13
255 4417 2
255 3391 71
255 1410 43
255 1361 74
256 370 38
256 495 11
256 381 55
256 5885 53
256 4022 16
256 3917 47
256 9272 47
256 5090 97
257 1716 3
257 6218 19
257 2196 29
257 3681 37
257 3473 86
257 1674 91
258 1016 29
258 5217 74
258 9623 79
259 349 19
259 1216 43
259 1964 49
259 2205 41
259 3714 82
259 8073 24
260 461 27
260 705 44
260 1346 52
260 1431 14
260 4313 87
260 6711 44
260 9059 94
261 383 22
261 4489 68
262 373 77
262 1043 38
262 9769 1
262 9742 16
263 620 78
263 864 21
263 1136 34
263 1359 43
263 6268 62
264 328 83
264 647 21
264 740 43
264 4885 8
264 8028 65
264 3912 46
265 441 4
265 494 64
265 937 58
265 3287 91
265 6007 46
265 6373 52
265 4057 40
266 626 59
266 1840 96
266 1856 26
266 3471 78
266 6408 68
267 3645 46
267 5271 14
267 5814 92
267 6785 72
267 5148 65
267 495 65
268 1135 86
268 5570 34
269 544 85
269 1793 48
269 5789 81
269 7918 68
269 610 53
269 6157 39
269 9296 53
270 271 31
270 1860 51
270 3245 29
270 3478 87
270 5038 87
270 8058 54
270 3729 82
270 5609 53
271 1874 28
271 3190 83
271 3778 63
271 7156 49
272 508 40
272 779 28
272 1035 46
272 7336 32
273 737 48
273 1789 45
273 2016 7
273 3654 65
274 907 78
274 952 86
274 5818 35
274 8279 17
274 7506 15
274 1540 23
274 5131 32
275 2646 19
275 5841 30
275 1078 2
275 3591 48
275 5796 38
276 331 49
276 540 59
276 630 75
276 1093 2
276 6948 12
277 1630 42
277 2834 77
278 424 8
278 1830 76
278 9133 47
278 6970 29
278 903 70
278 8291 15
278 1025 98
279 375 99
279 538 48
279 8759 36
279 7578 16
280 2067 3
280 2559 22
280 3545 79
281 1177 73
281 1304 94
282 444 11
282 1062 95
282 3197 38
282 9144 51
282 9147 57
282 373 67
283 958 59
283 5032 33
284 569 2
284 830 5
284 2823 93
284 2828 59
284 2857 16
284 7406 97
284 6072 23
285 5583 4
285 243 77
285 6950 85
285 4060 25
286 673 86
