5000 10000
0 1 63
0 4 31
0 6 82
0 30 18
0 72 82
0 167 54
0 293 37
0 1772 36
0 4303 63
1 2 38
1 3 25
1 8 85
1 13 45
1 15 91
1 60 34
1 209 99
1 2542 39
1 2521 37
1 4439 37
2 11 32
2 22 53
2 126 10
2 262 51
2 464 15
2 703 6
2 1132 57
3 7 39
3 42 4
3 124 17
3 127 39
3 224 21
3 735 40
3 1645 98
3 2972 59
4 5 11
4 14 7
4 33 91
4 97 1
4 99 93
4 597 70
4 945 66
4 992 39
4 4150 7
4 3586 15
4 1485 28
5 21 50
5 25 42
5 26 97
5 121 77
5 164 70
5 192 66
5 1172 13
5 1820 25
5 2454 76
6 9 16
6 149 87
6 252 39
6 458 51
6 2081 98
6 2733 63
7 16 11
7 75 87
7 221 50
7 599 69
7 1967 2
7 2273 39
7 3022 93
7 482 72
8 57 98
8 210 36
8 602 82
8 771 79
9 10 37
9 52 24
9 141 23
9 667 4
9 2620 52
9 4131 89
9 4850 2
10 12 20
10 17 28
10 18 7
10 64 38
10 2225 75
11 24 44
11 281 24
11 349 6
11 3638 91
11 874 68
11 4011 57
12 77 63
12 170 89
12 176 50
12 532 14
12 1139 17
12 3294 6
12 2172 81
12 4604 83
12 664 1
13 19 77
13 20 85
13 49 47
13 71 1
13 467 7
13 654 59
13 889 64
14 83 16
14 350 96
14 2695 11
14 3679 76
14 2804 83
15 227 31
15 376 50
16 265 28
16 887 50
16 3298 97
16 3825 61
16 4804 63
17 23 33
17 36 67
17 78 69
17 641 79
17 1152 78
17 3135 22
17 3961 33
17 443 46
17 4707 47
18 32 63
18 79 1
18 868 16
18 1200 59
18 2046 36
18 2686 3
19 93 68
20 27 64
20 31 47
20 85 18
20 211 59
20 891 18
20 2150 10
20 2846 52
20 3490 89
21 46 56
21 81 25
21 112 99
21 142 83
21 182 52
21 373 13
21 655 47
21 1138 23
21 4369 82
22 253 53
22 2614 60
22 2710 28
22 3548 67
23 28 40
23 43 14
23 50 100
23 88 23
23 185 29
23 246 57
23 268 39
23 271 54
23 691 27
23 878 52
24 56 52
24 61 2
24 94 46
24 135 84
24 273 14
24 960 98
24 2608 96
25 59 47
25 798 12
25 834 41
25 902 90
25 1189 60
25 1616 57
26 128 80
26 1348 64
26 3600 9
26 4273 89
26 4813 84
26 1457 16
26 2735 4
26 4035 34
27 38 50
27 217 42
27 409 54
27 2685 61
27 4060 62
27 4063 78
28 29 10
28 47 45
28 53 82
28 66 1
28 451 73
28 2737 13
28 3732 91
28 3790 88
29 34 75
29 55 20
29 86 19
29 103 48
29 152 86
29 280 83
29 312 45
29 1013 36
29 1443 13
29 2328 10
30 62 3
30 835 10
30 941 85
30 3680 49
30 739 90
31 106 45
31 279 1
31 3780 66
32 40 73
32 51 38
32 133 98
32 140 71
32 454 92
32 959 46
32 964 77
32 1107 53
32 1780 95
32 2072 72
32 2127 7
32 4015 11
32 1074 84
32 604 42
33 37 46
33 69 6
33 1567 53
34 35 77
34 76 98
34 98 12
34 101 58
34 465 18
34 1601 83
34 2681 31
34 4270 15
34 2656 30
34 960 16
35 65 15
35 190 46
35 704 89
35 3824 83
35 180 38
35 4473 45
36 90 2
36 206 33
36 230 80
36 339 18
36 515 37
36 875 64
36 3580 50
37 44 81
37 117 16
37 153 13
37 322 93
37 356 27
37 3658 32
38 39 37
38 41 29
38 300 37
38 540 20
38 663 96
38 729 76
38 1599 36
38 1636 93
38 2528 50
38 4826 8
39 172 67
39 508 14
39 989 87
39 3217 44
39 4189 68
39 4266 69
39 4629 82
39 4863 71
40 109 25
40 110 100
40 247 13
40 4247 38
40 3531 10
40 4705 85
40 2875 16
41 58 47
41 1061 31
42 48 52
42 63 6
42 346 37
42 1531 58
42 2575 78
42 4621 74
43 3632 58
43 2331 37
44 45 94
44 84 85
44 207 28
44 222 64
44 854 1
44 1270 28
44 3676 61
45 2343 86
45 401 2
46 54 12
46 234 29
46 974 90
46 1707 62
46 1936 54
46 988 21
46 861 84
46 800 85
47 444 38
47 1195 46
47 1995 91
47 2041 12
47 2838 82
47 1473 65
47 1239 99
47 2266 56
48 67 66
48 272 86
48 4250 16
48 1255 31
49 514 28
49 618 19
49 1094 96
49 3019 62
49 3601 38
50 283 49
50 374 100
50 912 93
50 2426 54
51 658 98
51 4358 65
52 73 53
52 969 59
52 384 77
53 68 24
53 308 11
53 623 45
53 730 68
53 4068 73
53 1112 91
53 4882 27
54 4573 14
55 1128 46
55 2371 92
55 274 30
56 111 19
56 154 85
56 191 82
56 229 85
56 423 39
56 511 61
56 1204 84
56 3183 52
56 3844 84
56 4754 70
56 4580 84
57 145 3
57 239 6
57 852 84
57 1274 36
57 2430 41
58 150 60
58 326 51
58 499 25
58 720 83
58 728 93
59 179 58
59 437 67
59 4362 53
59 1647 72
60 80 53
60 92 42
60 305 79
60 3171 19
60 1779 8
61 156 93
61 205 96
61 399 3
61 513 70
61 3475 32
62 120 72
62 266 30
62 592 22
62 615 2
62 1962 68
63 2050 28
63 2448 30
63 3390 14
