1000 4000
0 1 42
0 3 49
0 5 4
0 65 98
0 208 3
0 245 48
0 262 58
0 330 91
0 468 11
0 43 50
0 517 70
0 798 35
1 2 77
1 18 42
1 32 55
1 66 14
1 74 35
1 327 74
1 638 7
1 916 37
1 899 27
1 204 58
1 172 92
1 142 41
2 11 7
2 219 71
2 374 62
2 674 88
2 877 86
2 51 37
3 4 1
3 44 2
3 132 84
3 144 5
3 163 83
3 206 24
3 861 15
3 329 81
3 566 77
3 528 67
3 212 72
4 6 84
4 8 18
4 9 68
4 12 49
4 102 87
4 608 88
4 69 57
4 716 10
4 965 13
5 7 74
5 20 2
5 61 48
5 474 21
5 356 26
5 552 29
6 13 88
6 40 51
6 58 11
6 81 27
6 509 27
6 577 37
6 987 63
6 500 11
6 980 22
7 29 25
7 197 51
7 267 48
7 937 52
8 33 32
8 36 82
8 240 1
8 723 39
8 183 48
8 270 19
8 301 12
8 212 75
9 10 33
9 21 41
9 183 12
9 455 19
9 782 57
9 818 87
10 72 23
10 135 33
10 655 87
10 880 48
10 811 78
10 254 69
10 308 14
10 681 92
10 325 13
10 15 74
10 998 37
11 37 99
11 47 16
11 48 20
11 59 36
11 205 15
11 213 4
11 253 56
11 287 89
11 289 12
11 963 5
11 795 67
11 601 32
11 220 51
12 15 95
12 201 92
12 230 62
12 462 52
12 277 60
12 70 47
12 658 80
12 308 16
12 597 99
13 14 36
13 16 56
13 19 34
13 22 47
13 156 69
13 529 83
13 658 17
13 805 59
13 994 85
13 53 64
13 819 63
13 971 21
14 24 44
14 80 22
14 110 18
14 500 30
14 572 20
14 701 65
14 152 58
14 948 43
14 887 37
15 17 53
15 23 97
15 133 9
15 282 48
15 72 80
15 147 44
16 71 26
16 95 16
16 159 61
16 209 89
16 370 60
16 93 59
16 994 32
16 134 26
17 25 4
17 146 92
17 150 55
17 312 89
17 993 52
17 839 16
17 209 67
17 524 100
18 26 58
18 39 7
18 49 24
18 79 94
18 108 26
18 399 34
18 860 70
18 355 13
18 757 66
18 321 29
19 530 51
19 308 30
19 943 28
19 909 44
19 569 18
20 58 29
20 57 91
20 981 32
21 77 82
21 92 48
21 126 63
21 127 4
21 220 38
21 228 76
21 543 1
21 823 22
21 657 55
21 675 57
22 43 30
22 94 40
22 365 96
22 490 64
22 792 69
22 224 26
22 589 13
23 34 34
23 684 84
23 455 35
23 463 93
24 28 41
24 57 4
24 111 20
24 429 43
24 503 2
24 523 96
24 55 11
24 759 41
24 697 27
24 969 60
25 27 40
25 30 65
25 31 78
25 35 49
25 54 18
25 332 9
25 433 51
25 595 89
25 850 89
25 869 48
25 873 20
25 823 33
25 889 10
25 936 98
26 38 44
26 122 32
26 145 66
26 179 36
26 753 17
26 422 13
26 421 88
27 46 21
27 51 62
27 459 88
27 881 78
27 661 86
27 4 74
27 72 48
27 155 22
27 631 22
28 768 48
28 875 21
28 97 85
28 116 52
29 83 95
29 85 56
29 98 65
29 344 12
30 53 40
30 355 45
30 357 12
30 414 52
30 827 69
30 4 9
30 3 92
30 588 93
31 166 19
31 976 66
31 525 81
31 583 63
31 754 83
32 564 74
32 15 22
32 432 89
33 93 66
33 23 53
33 502 38
33 960 2
33 765 10
34 101 7
34 178 62
34 527 8
34 960 8
34 345 5
34 54 24
35 181 33
35 406 60
35 890 26
35 925 61
35 914 14
35 741 84
35 670 58
36 113 99
36 371 56
36 659 82
36 725 98
37 141 35
37 204 16
37 257 2
37 281 47
37 366 9
37 894 16
37 105 41
38 42 78
38 194 15
38 250 2
38 309 27
38 193 86
38 32 41
39 56 9
39 104 84
39 174 98
39 285 73
40 41 43
40 198 73
40 478 41
40 565 83
40 244 66
40 863 58
40 252 38
41 99 33
41 191 67
41 706 50
41 157 48
42 396 28
42 241 90
42 761 66
42 287 89
43 107 95
43 130 10
43 309 36
43 441 49
43 360 46
44 45 87
44 52 85
44 86 90
44 91 82
44 490 42
44 279 74
44 326 37
45 60 13
45 73 57
45 623 91
45 397 2
45 430 63
46 100 97
46 260 91
46 304 86
46 350 18
46 515 65
46 525 47
46 872 5
46 370 41
46 162 16
46 780 86
47 105 37
47 567 46
47 587 30
47 130 70
47 334 23
47 695 45
47 963 84
47 870 10
48 50 58
48 55 41
48 221 48
48 0 28
48 236 35
48 371 40
48 465 76
48 868 40
49 64 8
49 88 97
49 128 72
49 137 5
49 235 41
49 308 70
49 846 15
49 545 77
50 121 98
50 241 94
50 927 71
50 976 50
50 711 48
50 638 92
50 790 24
50 393 90
51 450 11
51 451 60
51 491 98
51 624 97
51 1 18
51 103 66
51 23 77
51 312 63
52 63 33
52 76 34
52 188 72
52 449 30
52 183 19
52 36 25
52 318 79
53 157 69
53 199 23
53 514 98
53 624 76
53 416 86
53 322 90
53 395 68
54 78 10
54 103 33
54 203 22
54 444 6
54 59 26
54 894 19
55 161 58
55 747 75
56 479 44
56 982 35
56 954 25
57 75 18
57 119 57
57 702 47
57 821 58
57 80 23
57 3 95
57 956 20
57 732 30
58 62 65
58 139 42
58 142 43
58 143 40
58 207 23
