500 1000
0 1 73
0 2 4
0 3 6
0 8 64
0 48 14
0 388 85
0 24 50
1 5 99
1 218 12
2 4 84
2 15 57
2 53 52
2 169 39
3 11 88
3 29 7
3 43 7
3 54 73
3 368 53
3 379 69
3 493 51
3 477 53
4 6 54
4 7 82
4 10 62
4 19 41
4 22 98
4 99 74
4 372 28
4 405 90
4 188 26
5 39 51
5 70 5
5 83 64
6 12 39
6 93 75
6 381 3
6 471 38
7 13 10
7 28 19
7 63 17
7 109 91
7 325 28
8 9 38
8 27 58
8 254 37
8 276 31
8 419 27
8 63 21
9 30 50
9 164 23
9 166 51
10 18 78
10 20 94
10 25 31
10 33 42
10 35 64
10 137 37
11 14 8
11 21 52
11 23 66
11 249 55
11 267 39
11 33 26
12 64 51
12 147 86
12 247 14
12 119 70
13 16 62
13 466 12
13 434 85
14 17 27
14 26 16
14 86 54
14 241 72
14 360 90
15 41 28
15 160 99
15 227 71
15 252 9
15 440 82
15 458 100
15 220 84
16 50 94
16 251 70
17 24 14
17 71 92
17 110 67
17 279 58
17 314 80
17 257 74
18 44 64
18 47 69
18 57 10
18 67 26
19 74 78
20 34 25
20 138 45
20 319 10
21 389 93
22 115 59
22 161 84
22 188 52
22 281 52
22 288 83
22 414 91
22 439 2
22 134 57
23 51 98
23 56 71
23 414 10
23 488 52
24 58 65
24 101 3
24 280 32
24 367 98
25 52 47
25 150 53
25 86 74
26 32 32
26 105 53
26 111 72
27 31 79
27 49 18
27 145 79
27 171 43
27 443 46
28 59 98
28 284 18
28 404 82
28 158 86
28 255 73
28 391 29
28 119 78
29 92 93
29 307 72
29 125 12
30 208 82
30 11 19
31 37 40
31 38 3
31 133 74
31 44 36
31 77 97
32 36 60
32 40 59
32 482 22
33 90 84
33 122 79
34 175 65
34 7 34
34 179 33
35 55 25
35 60 36
35 125 72
35 153 1
35 449 60
37 42 46
37 136 38
37 229 77
37 8 76
37 409 5
37 175 22
38 45 84
38 79 76
38 126 29
38 230 22
38 366 86
39 423 39
39 121 45
40 77 21
40 204 52
40 313 58
40 349 56
41 76 79
41 112 85
41 260 88
42 72 61
42 451 35
43 46 61
43 62 79
43 80 65
43 344 18
43 297 13
43 342 45
44 283 59
44 198 72
46 66 97
46 457 1
46 80 88
47 65 44
47 85 43
47 181 2
47 190 18
47 401 52
47 468 77
47 206 66
47 374 59
47 335 47
48 97 19
48 114 41
49 177 15
49 184 23
49 388 68
49 25 51
50 78 79
50 339 93
50 434 56
50 320 59
51 142 69
51 157 97
51 278 77
51 126 85
51 424 62
52 61 80
52 104 89
52 160 48
52 411 18
53 103 20
53 129 89
53 479 64
54 5 13
55 393 32
55 79 14
56 102 41
56 211 18
57 274 5
58 11 44
58 178 46
59 149 7
59 425 94
60 84 3
60 194 58
60 201 8
60 327 96
61 94 22
61 113 68
61 123 25
61 146 32
61 486 97
62 82 91
62 6 8
62 21 60
63 192 1
64 69 6
64 106 100
64 359 17
64 383 100
64 21 55
65 68 52
65 75 18
65 81 69
65 140 96
65 180 92
65 265 94
66 73 59
66 193 50
66 199 84
66 289 63
66 101 52
67 95 81
67 461 12
67 303 29
67 244 10
68 116 44
68 261 84
68 310 50
69 117 46
69 143 72
69 144 18
69 256 99
69 492 39
69 99 50
69 499 21
70 132 37
70 369 81
71 361 93
71 479 35
71 95 41
72 83 39
72 172 59
72 178 40
72 169 96
73 128 91
73 158 42
73 159 83
73 306 60
74 87 40
74 91 74
74 168 5
74 345 3
75 209 48
75 46 92
75 427 77
76 89 61
76 301 39
76 389 31
77 470 53
78 107 61
78 349 26
78 452 49
78 454 95
78 142 11
78 27 47
79 207 89
80 88 4
80 27 13
81 447 36
83 231 67
83 424 73
84 151 92
84 178 21
84 196 39
84 26 51
84 230 60
84 310 56
85 331 79
85 250 37
85 188 21
86 118 99
86 182 38
86 359 94
86 477 88
86 165 91
87 98 32
87 120 83
87 406 11
88 135 99
88 250 90
88 416 87
88 181 28
89 100 15
89 294 81
89 61 2
90 493 51
90 121 76
90 373 1
91 263 69
91 387 14
91 418 41
91 476 5
91 114 67
92 96 80
92 200 89
92 225 10
92 349 99
93 308 41
94 108 94
94 363 70
95 445 88
95 462 56
95 187 42
96 320 98
96 382 51
97 134 51
97 316 7
97 326 95
98 390 80
100 234 15
101 245 33
102 121 89
102 245 41
102 303 70
102 329 68
102 49 4
103 186 55
103 421 81
104 155 84
104 255 24
104 312 43
104 330 51
105 277 9
105 271 31
105 87 82
106 165 23
106 215 90
106 231 40
107 224 38
107 415 95
107 127 89
109 105 36
109 244 10
109 321 96
110 20 8
110 427 42
111 119 93
111 495 55
112 149 5
112 10 68
113 139 84
113 232 15
113 228 48
113 327 73
114 237 8
114 266 1
114 164 32
115 397 39
115 83 58
116 213 96
116 238 17
116 240 73
116 283 8
117 179 83
117 411 28
117 196 12
118 242 87
118 370 9
118 435 10
118 408 52
119 176 35
119 203 40
119 286 94
120 127 39
120 152 13
121 156 62
121 149 34
122 124 32
122 131 45
122 141 28
122 191 42
122 212 20
122 331 71
123 304 29
123 425 73
123 255 82
123 136 69
124 311 33
124 396 90
124 264 23
125 130 41
125 235 12
125 352 64
125 23 61
126 167 24
126 271 59
126 152 5
127 74 92
127 283 77
127 495 46
127 48 60
127 322 70
128 42 48
129 228 26
129 337 20
130 395 14
131 187 42
131 239 54
131 355 98
132 113 66
132 85 48
132 163 94
133 346 71
133 487 14
134 174 64
134 223 58
134 343 63
135 148 29
135 224 91
135 46 83
136 163 95
136 487 66
137 317 49
137 165 37
138 460 14
138 92 4
139 441 58
139 119 10
140 154 21
140 216 61
140 292 8
140 383 69
140 115 69
141 273 25
141 443 84
141 330 11
143 305 69
143 47 6
143 228 20
143 29 61
144 226 15
144 333 49
144 152 31
145 170 78
145 183 87
145 398 89
146 162 30
146 198 2
146 229 69
146 384 3
147 86 100
148 248 10
149 197 93
149 148 74
149 288 39
149 41 61
150 10 41
150 421 85
151 449 32
151 212 11
151 330 7
151 255 53
152 222 11
153 305 91
153 499 42
154 289 19
154 480 35
155 214 48
155 423 91
156 185 82
156 59 24
157 210 29
157 336 34
157 458 57
158 40 66
160 305 50
160 60 31
160 208 16
162 412 95
163 287 74
163 299 90
163 341 27
163 34 39
163 138 10
163 305 29
163 85 82
164 173 70
164 288 31
164 332 100
164 424 32
167 297 1
167 162 58
168 350 30
169 105 25
170 202 16
170 324 39
170 494 80
171 189 13
172 280 74
172 154 42
173 304 79
174 221 97
174 233 27
174 436 78
175 205 65
175 233 27
175 418 16
176 297 83
176 467 73
177 272 20
177 433 7
177 325 89
178 262 16
179 279 49
180 206 99
180 360 22
180 485 73
181 392 35
181 467 71
181 478 23
182 443 71
183 234 75
183 435 9
184 337 66
184 456 14
184 459 98
184 486 33
185 244 3
186 58 73
186 196 20
189 314 12
189 342 41
189 453 49
189 95 58
190 247 28
190 351 81
191 374 8
191 394 52
191 355 19
191 360 85
192 195 35
192 302 24
192 444 56
192 143 51
192 434 95
193 217 69
193 259 49
193 157 94
194 270 30
194 351 73
194 402 49
194 447 11
194 478 22
194 495 43
195 220 32
195 258 58
195 298 68
195 396 97
195 349 55
196 428 97
196 216 24
196 70 54
198 440 73
199 426 87
199 455 41
199 2 91
200 237 99
200 435 99
201 264 68
201 250 19
202 14 95
202 262 7
202 254 4
202 300 13
202 462 92
203 393 11
203 282 42
205 218 86
205 42 82
206 243 40
208 465 14
209 246 1
209 356 71
211 219 28
211 291 39
211 308 54
211 343 6
211 472 50
211 358 48
212 216 90
213 300 53
213 348 38
213 468 93
214 275 79
214 278 5
214 251 8
214 494 69
215 257 48
215 484 39
215 187 70
217 269 69
217 52 95
218 295 72
219 335 12
220 497 84
221 420 93
222 483 36
222 339 17
224 282 30
224 443 16
224 375 54
225 496 43
225 279 28
225 233 1
225 179 93
228 5 34
229 463 72
229 88 22
230 236 66
230 303 55
230 134 45
231 38 82
232 486 63
232 313 78
233 261 47
234 491 14
234 289 96
234 498 96
234 469 2
235 395 73
236 482 91
237 268 87
237 188 76
237 135 16
238 334 69
238 134 29
240 340 98
241 488 99
243 413 35
243 49 57
243 153 11
