5000 20000
0 1 7
0 2 97
0 3 91
0 22 71
0 148 67
0 283 45
0 1607 97
0 2204 79
0 4785 20
0 2660 42
0 658 26
1 4 35
1 9 22
1 10 97
1 12 6
1 34 62
1 44 7
1 63 36
1 387 71
1 2884 18
1 1603 4
1 1465 90
1 4421 44
1 3299 34
1 2011 27
1 2895 44
2 6 14
2 8 18
2 108 17
2 121 69
2 242 95
2 245 64
2 290 89
2 523 56
2 582 58
2 603 45
2 641 22
2 727 94
2 4514 38
2 3986 68
2 162 4
3 23 39
3 54 97
3 83 44
3 589 59
3 1119 95
3 1222 41
3 1529 80
3 3698 99
4 5 31
4 25 83
4 112 23
4 294 50
4 685 68
4 2281 89
4 3036 13
4 818 62
4 705 79
4 464 82
5 7 46
5 11 10
5 47 89
5 118 95
5 550 46
5 3047 66
5 2010 90
5 4352 85
5 959 5
5 1200 39
5 3543 46
6 388 94
6 683 34
6 2261 53
6 3307 60
6 4472 87
6 3653 28
6 1921 19
6 1588 95
6 185 17
7 19 44
7 43 49
7 311 22
7 351 2
7 379 79
7 1238 26
7 1494 26
7 3171 58
7 3634 63
7 4771 80
7 3375 78
8 13 70
8 21 8
8 37 38
8 68 72
8 120 79
8 264 57
8 353 13
8 631 88
8 719 36
8 1034 9
8 4038 26
9 244 25
9 624 69
9 936 22
9 3179 82
9 4951 50
9 883 24
10 16 7
10 280 100
10 877 7
10 996 79
10 4028 7
10 4481 30
10 1494 99
10 1961 41
10 3978 29
10 2554 68
10 46 49
11 15 78
11 18 77
11 101 90
11 105 29
11 166 34
11 226 79
11 781 63
11 828 50
11 2324 42
11 2351 31
11 4666 86
11 1794 43
12 17 53
12 20 13
12 27 2
12 28 69
12 79 50
12 238 39
12 485 98
12 2160 45
12 2875 15
12 2616 62
12 1945 48
12 78 69
12 2442 18
12 3796 31
13 14 1
13 138 88
13 314 61
13 2034 54
13 1844 3
13 1449 37
13 3471 19
14 42 73
14 76 17
14 194 77
14 368 13
14 381 91
14 690 6
14 1496 97
14 1517 90
14 3209 13
14 1991 10
14 2952 72
15 31 95
15 56 97
15 258 81
15 348 12
15 428 73
15 474 47
15 1036 28
15 3466 51
15 1320 47
15 48 82
15 4607 78
15 104 83
15 2327 34
16 35 77
16 38 85
16 284 83
16 3359 31
16 4205 53
16 3179 66
17 70 82
17 306 91
17 430 100
17 548 21
17 798 29
17 1214 91
17 3736 67
17 3453 63
18 29 20
18 80 54
18 287 9
18 2904 33
18 3451 1
18 114 63
18 2560 44
19 32 34
19 58 15
19 286 2
19 502 92
19 1005 53
19 1167 53
19 2136 44
19 2231 91
19 4726 66
19 2712 74
19 2474 76
19 4353 2
19 3404 27
20 98 99
20 124 41
20 297 75
20 829 51
20 1341 98
20 3512 47
20 748 93
20 62 81
20 1999 47
21 24 45
21 36 23
21 62 29
21 253 42
21 949 74
21 3716 23
21 2322 54
21 2202 28
22 52 17
22 273 100
22 442 60
22 1098 65
22 1588 66
22 2761 90
22 3131 19
22 3191 64
22 926 84
22 3028 23
23 127 3
23 136 12
23 445 46
23 638 84
23 818 34
23 1561 45
23 1893 1
23 2332 91
24 89 19
24 475 89
24 616 47
24 2459 99
24 2983 95
24 2965 47
24 2988 27
24 615 82
24 748 76
25 26 71
25 30 12
25 221 100
25 1203 83
26 48 42
26 72 26
26 94 81
26 162 94
26 197 70
26 212 64
26 997 85
26 1101 8
26 2301 24
26 4146 58
26 4829 15
26 2989 29
26 1676 53
26 1452 37
27 60 57
27 199 83
27 211 78
27 298 40
27 1292 48
27 3987 93
28 41 52
28 45 51
28 272 56
28 762 97
28 879 81
28 973 58
28 1956 79
28 4545 3
28 447 86
28 1902 41
28 1485 39
28 3621 68
28 3769 73
28 435 43
29 50 4
29 677 100
29 1278 14
29 2075 66
29 3003 27
29 3930 37
29 24 5
29 346 77
30 1194 33
30 1463 4
30 4670 15
30 4039 64
30 4654 12
30 467 80
31 33 93
31 285 69
31 292 16
31 516 11
31 536 60
31 834 66
31 838 87
31 982 61
31 1143 95
31 4858 48
31 4777 16
31 1895 22
32 129 7
32 224 39
32 312 30
32 344 99
32 569 8
32 2181 7
32 2661 24
32 4999 77
33 61 81
33 269 15
33 1149 82
33 2465 85
33 4672 65
33 2741 13
33 2360 83
34 40 75
34 92 52
34 1985 80
34 3642 54
34 3936 64
34 294 63
34 2521 80
34 4605 42
34 2704 65
35 185 47
35 1808 62
35 3860 36
36 46 37
36 650 13
36 4973 41
36 4111 77
36 947 72
36 1671 26
36 4304 13
36 2864 9
37 160 67
37 1403 63
37 1899 60
37 3116 7
37 129 77
37 2344 16
37 1099 47
37 2826 2
37 1671 59
38 39 83
38 64 41
38 71 97
38 590 64
38 2014 40
38 4812 50
38 1052 20
38 1832 62
38 163 13
39 53 45
39 174 89
39 657 21
39 1038 35
39 1630 10
39 1494 99
39 3667 96
39 3918 71
39 135 41
39 2844 1
40 59 91
40 73 2
40 122 59
40 335 55
40 411 5
40 1542 94
40 4238 38
40 787 67
40 657 63
40 1449 25
41 276 61
41 2572 74
41 947 81
41 4666 16
41 4635 49
41 2210 67
41 3982 17
42 86 89
42 116 83
42 551 72
42 1226 99
42 1556 89
42 4827 84
42 2241 78
42 1208 72
42 861 4
42 1691 52
42 226 85
42 1303 65
43 49 72
43 167 68
43 181 52
43 325 82
43 483 3
43 862 29
43 2197 20
44 66 83
44 141 84
44 268 36
44 1146 35
44 1499 21
44 2569 7
44 404 5
44 858 24
44 2080 95
45 75 12
45 161 40
45 2910 7
45 3843 85
45 2759 19
45 3119 45
45 1167 94
45 4673 13
45 3593 52
46 133 46
46 150 68
46 367 54
46 3019 22
46 649 70
46 4595 14
47 51 10
47 82 23
47 93 51
47 96 53
47 940 27
